,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,DubsTepDrummer,4,0,12,92,Riven,5841,6144,5841,10884,2,True,True,11210,9050,TOP,1,1,0,6630,3508,3158,1055,3134,1028,3340,15,12,NONE,8,860,368,254,1651,10,0,0,0,0,0,80785,14570,10758,3591,Vt8PKKsTZVtSiC75xa2IzBQsNYgX6lXH2iqH3bJ6B_PKMZJHtnribLzWVQIrefQQU3HIn7qe-TPCdQ,DUO,194,37,62,10,3,14,3,4,37,TOP,14,15322,0,15182,2631,0,106,75,35,597,497,2772,2,3,1,0,4,True
1,Caressed,6,0,10,5,XinZhao,2700,21250,2700,8633,1,False,False,8209,6550,JUNGLE,0,0,0,6692,3158,3044,1037,2055,0,3364,13,6,NONE,5,323,12157,781,1473,104,0,0,1,0,0,73674,7084,12093,26,H3jT1d5Be3itxXeXQ42Q2nbxW6jPHy9QRm7RIe2GGEo-g7Mfsd9HbGr1p6QJQZtDzUYNy2ef70DROg,SUPPORT,47,58,0,3,1,4,11,11,33,JUNGLE,13,8327,0,13715,9340,0,11,388,12,8663,461,148,3,4,1,0,18,True
2,Turbographx 16,4,0,11,81,Ezreal,5968,5968,5968,1855,1,False,False,8089,6825,MIDDLE,0,1,0,3042,2003,1083,6632,0,2422,3340,12,2,NONE,0,558,6133,1476,944,0,0,0,0,0,0,65985,8427,2808,29,MDBABdCfNwPIb1ebYg3BsSCUIpnVUiSwn_LYa4Lzd8iFQzjRnNe7tJ0hH8cJ2h36N6d635i9GXWkGw,DUO,151,24,15,6,3,12,3,4,133,MIDDLE,0,9903,0,4278,838,0,148,12,21,1540,0,525,3,4,1,0,6,True
3,Aidenheat,11,0,9,21,MissFortune,2570,3191,2570,4596,4,False,False,6253,5375,BOTTOM,0,0,0,6672,2031,3006,1055,2055,0,3340,15,3,NONE,2,272,2809,1194,2987,12,1,0,1,0,0,43818,6530,6912,3543,yX_gjoUO2x2yAM20S9C-MrdiZglV94WxMrQizADU_nh6YNDxcKIKaS6McyRtccgR0neP-_xEShNj3w,SUPPORT,46,29,15,2,3,7,3,4,38,BOTTOM,5,8046,0,10365,1362,494,67,65,57,422,320,466,0,2,1,0,17,True
4,Macross 28 99,14,0,9,117,Lulu,1321,5295,1321,4027,2,False,False,6685,5575,UTILITY,0,1,0,3853,6617,3114,1001,1057,1082,3364,16,5,NONE,3,490,11738,5045,1533,0,0,0,1,0,0,2418,983,5372,4921,AK8zXVTwHosYsezNYx9aMuNQIyENfQYrXCv12vdKl7zagg9_bSQmvxwkgZustGP9n69_auHtBCIdYw,SUPPORT,51,45,52,6,5,14,2,4,492,UTILITY,23,6561,4961,7140,2186,2193,2,213,44,3097,532,234,0,4,1,0,25,True
5,AssSett,2,0,8,67,Vayne,985,985,985,2964,8,False,False,6104,5675,TOP,0,0,1,2031,3863,3006,1055,3124,1037,3340,14,3,NONE,2,178,0,0,1650,0,0,1,0,0,0,12845,3991,8430,1,o_I6wrxo5tn_-gYQGs_VydDpS9x4ZcP-iVYJLC8Loaky91AS1FEsD072UhCh4Z3JcWvSiud3lHwQyA,SUPPORT,60,0,10,3,3,14,2,12,98,TOP,4,4611,0,10157,536,0,26,14,107,1061,619,76,0,1,8,0,15,False
6,nubbinsRkewl,2,0,9,106,Volibear,0,656,0,11019,5,False,False,4358,3400,JUNGLE,0,0,1,3044,2031,1001,3057,3067,0,3340,9,0,NONE,0,386,24683,768,1447,64,0,1,0,0,0,25773,1985,14280,778,m4NBN7m4iPyFc0RQHooskJSOfbXY3r8gwmWLde7PYMbWBqE-uZh3q7kE_TldnUDa7CHhqINhQ3tJ5Q,SUPPORT,26,51,26,3,3,4,6,11,109,JUNGLE,9,2931,0,16333,3616,0,10,221,89,2986,178,605,0,0,8,0,8,False
7,Crazy Saitama,2,0,10,86,Garen,1496,1496,1496,12707,3,False,False,5619,5200,MIDDLE,0,0,1,6631,1054,3047,1029,0,0,3364,12,1,NONE,0,847,0,0,1513,0,0,1,0,0,0,43325,3003,9532,4783,9xjg24LUjqPDEYcmNkEGyDPrMrBAHe88koZTJvqPOq_IFA9FsKPVx1-eL7tRvOn5DAD91uZKEftfiA,DUO,26,11,26,2,2,14,2,4,276,MIDDLE,8,3739,0,11629,199,0,115,40,62,736,736,583,0,0,8,0,8,False
8,alnomal,2,0,10,523,Aphelios,2507,4788,2507,6934,6,False,False,7676,7880,BOTTOM,0,0,1,0,3006,0,0,3085,6672,3340,21,5,NONE,3,270,785,340,2725,8,0,1,0,0,0,66332,8727,8610,4832,22vnM7jwtAwzsq1B6ls03dZUZ2LQymbuLb_Fp2FwfyCdp4gtXL__FRblSmC-y0lgWz1OKr2H7dSxKQ,DUO,35,115,0,2,3,7,2,4,447,BOTTOM,12,9681,0,11605,2664,192,117,106,100,10246,613,269,1,1,8,0,6,False
9,The Biggest Dawg,6,0,8,147,Seraphine,646,646,646,3458,6,False,False,5483,4150,UTILITY,0,0,1,3853,2055,3158,3802,3070,1026,3364,12,1,NONE,0,275,13730,6655,2276,0,0,1,0,0,0,2257,1718,6471,4813,uaKByg-X_g85F-ureyqd5fNpAke03lxbw8aulcqZPYAAcWWS0qFjlew2wlsC5PmSk3JmXU-cECjP7A,SUPPORT,58,16,36,3,3,4,3,3,261,UTILITY,20,8374,764,9025,621,628,8,99,76,0,0,276,0,1,8,0,22,False
