,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,VirtualPoontang,0,0,9,54,Malphite,0,1894,0,6656,1,False,False,3693,3600,TOP,0,0,0,3047,6660,1033,1054,1029,0,3340,16,0,NONE,0,675,10936,1303,1033,0,0,0,0,0,0,14856,492,4014,4987,PExFJQIZzH4IoxTGrxnOWFj5gqUZT6n7ySoRajM8yzghbk0b1QaxQWCemJGhL9_nzSLmhXe_2ewLCQ,SUPPORT,17,16,22,1,1,4,2,12,229,TOP,5,1796,0,5428,133,0,68,235,27,0,0,380,0,0,1,0,11,False
1,JaySwhizle,0,0,10,203,Kindred,0,7854,0,4969,2,False,False,5040,4525,JUNGLE,0,0,0,6670,2031,3006,1037,1018,0,3364,13,1,NONE,0,838,12911,847,2376,82,0,0,0,0,0,45705,2906,8308,938,Cfanibppn3zWGAyIlsh0_Y2E2G77BqHtRw1ryyAHzxz15KG8_rsh4EqV0_qL5VaZRAvOazFeqDX4MA,SUPPORT,75,30,25,1,2,4,9,11,266,JUNGLE,2,3883,0,11008,4824,250,8,164,30,7367,129,323,0,0,1,0,17,False
2,HellRaiser27,0,0,10,103,Ahri,149,149,149,2898,4,False,False,4217,4300,MIDDLE,0,0,0,1001,6656,0,0,0,0,3340,15,2,NONE,0,464,18381,3374,6273,0,0,0,0,0,0,8414,1126,2342,1382,0xTq0xiiwFnEeSAd-Srs20-rDnnN5S6PoEmV4ijLxqw3oqcEe-Fd-juZ2eduudTBexMiroegDPuepQ,SUPPORT,39,24,15,10,2,4,3,14,343,MIDDLE,12,6054,0,8615,549,0,64,30,99,11038,1553,0,0,0,1,0,12,False
3,Wisdomzz,0,0,7,119,Draven,0,0,0,2019,3,False,False,3863,3575,BOTTOM,0,0,0,1055,2031,1037,1018,6670,2055,3340,11,1,NONE,0,455,167,75,986,0,0,0,0,0,0,16799,2537,4244,4971,T2ODgqyGA5dhi_r46nVHqu8Q8iCYG7bMIvd_Loz4ahFvvEGowppbKqYi85EP-0evepA8Zoll-JAACw,SUPPORT,25,17,7,3,2,4,3,7,152,BOTTOM,3,2613,0,5555,420,0,61,36,34,0,0,324,0,0,1,0,3,False
4,indexklb1990,2,0,7,89,Leona,0,0,0,6696,3,False,False,3198,2900,UTILITY,0,0,0,3855,2033,3076,3047,0,0,3340,9,0,NONE,0,762,4599,906,1825,0,0,0,0,0,0,4351,1562,4355,871,x9xy91TmASZSwBR3IeSRQFHCfEeEprPZ990Sq0LAgWc_1RPZpeG4LtRlzSYWFro7S4f7kZHlFdOBLg,SUPPORT,17,13,12,2,2,3,2,4,174,UTILITY,23,2469,0,6301,139,100,20,31,27,2837,0,120,0,0,1,0,6,False
5,XxD43ErRoR,2,0,11,777,Yone,2297,3229,2297,3581,0,False,True,5876,4375,TOP,0,0,0,6670,3006,1053,1055,1055,0,3340,14,0,NONE,0,0,10145,1210,1988,1,0,0,0,0,0,51313,2897,3201,4652,aN-saDifGYh6Nh-374gN-PtnAV-FIPtDSf1TrHPRohLUYVpiFgeeXPMLDse_PWwIBwSDFHGpi7fneg,SUPPORT,131,31,12,4,1,14,2,4,55,TOP,12,4593,0,5424,1273,0,125,97,0,3325,485,234,1,1,0,0,11,True
6,OutsideBoy,3,0,9,19,Warwick,508,11151,508,7672,2,False,False,4767,4400,JUNGLE,0,0,0,6632,1001,1029,0,0,0,3340,9,1,NONE,0,571,19864,1057,2070,70,0,0,0,0,0,27148,797,11093,4475,vPesg7yqBsUiPR_OVDdAHOD-3UNghb2jvN1aC2J9WTiqkZvZpov1tzqOEHF9SaX2s0t_noQwOWsn0g,SUPPORT,57,4,20,2,6,11,2,4,95,JUNGLE,4,1932,0,13741,9380,0,5,220,39,7103,78,577,0,0,0,0,11,True
7,aidanheat,3,0,12,101,Xerath,2017,2017,2017,1573,2,False,False,6367,4450,MIDDLE,0,0,0,1056,6655,0,1001,0,0,3363,17,5,NONE,3,424,49591,7859,2094,0,0,0,0,0,0,6422,135,2071,903,oaEdpACVKV1sDiozSCwJtEv-UGKSs8A6cp9tDVxiDAXe1jvJlfBA0yiXQSvGmvvZdl6xUx_KqtzbHA,SUPPORT,57,28,11,16,2,4,2,12,117,MIDDLE,10,7995,0,4904,460,0,107,122,46,96,0,738,0,0,0,0,14,True
8,Aidenheat,3,0,9,21,MissFortune,363,1510,363,2312,0,False,False,6339,6050,BOTTOM,0,0,0,6671,2031,3006,1053,0,0,3340,12,4,NONE,4,0,1472,778,864,8,0,0,0,0,0,37015,6393,4531,3543,yX_gjoUO2x2yAM20S9C-MrdiZglV94WxMrQizADU_nh6YNDxcKIKaS6McyRtccgR0neP-_xEShNj3w,SUPPORT,39,21,13,1,1,7,2,4,38,BOTTOM,3,7171,0,5472,1396,0,106,41,0,2605,0,76,0,0,0,0,6,True
9,Inthedrink,4,0,8,48,Trundle,867,867,867,5353,0,True,False,4965,3675,UTILITY,0,0,0,3190,3855,1001,1029,0,0,3364,10,3,NONE,3,0,341,341,756,0,0,0,0,0,0,12716,2519,4424,4763,31NlrCTx674bVBwQS2OGk_qVN-69UWrlI97ICQoNJ2Lw88BFEmJkdJAb4VFz9Ydp6nbl3m2s2lisZA,SUPPORT,29,17,18,3,3,4,5,14,115,UTILITY,11,3445,223,5236,2432,247,32,120,0,4736,584,56,0,0,0,0,22,True
