,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,Yassuo,6,0,14,45,Veigar,2138,4739,2138,11690,12,False,False,10548,10325,MIDDLE,0,0,1,6656,1058,3157,1058,3020,0,3340,22,7,MIDDLE,2,161,108324,21171,10942,8,0,0,0,0,0,7043,632,10466,4073,IkksLE5FPdqCG5chCR1Ag84P5TjTntJHb4ORoHl9fEuDFTjsNBXPFocf687RHxenuOwLHvoQhTFi9Q,SOLO,120,86,27,12,6,4,4,12,366,MIDDLE,27,22078,0,21949,1825,0,155,118,373,1272,275,541,1,1,6,0,16,False
1,Trick2g,5,0,15,86,Garen,6012,7436,6012,48470,6,False,False,11396,10925,TOP,0,0,1,3047,3068,3065,3071,0,1029,3340,21,4,TOP,2,473,22960,4008,10035,4,0,0,0,0,0,96727,12135,17116,561,-AqYurKziQQo5MYgeXsLGWvimCSomfhpDuvYul60Mi6-mIZZU8dDONxeq7o-qJx2wcTyv9eNm5yl1A,SOLO,93,26,83,9,4,12,5,4,381,TOP,43,19801,0,28592,1874,0,181,136,223,13831,3656,1440,2,3,6,0,15,False
2,Cookiemanman,9,0,13,20,Nunu,0,15184,0,25096,5,False,True,8625,8475,JUNGLE,0,0,1,3068,3075,3047,1033,0,2055,3364,22,4,JUNGLE,4,985,45381,7275,10925,89,0,0,0,0,0,17637,1207,16281,4804,6LpjH_Ac9yka0zQ0AhkPFarSrvRtMVE89WjIdAZUQ5TSF57tM-s7690mpTYIJNWdoePlbZ00hrxmgw,NONE,73,51,166,8,3,4,14,11,182,JUNGLE,31,10077,0,27863,12609,0,24,327,193,50087,1593,657,1,1,6,0,22,False
3,Nasteey,6,0,11,79,Gragas,0,755,0,20420,7,False,False,5658,5575,UTILITY,0,0,1,0,3190,3860,3111,1029,3067,3364,20,0,BOTTOM,0,715,8452,3882,6045,0,0,0,0,0,0,5500,629,10419,4613,YuW0w2TrRxzP3neHGtbakY90eGYqwNKUvQ86zQbOW1rwb_-Z1asc6ufkjCUABdH0RMVQL4h-85xyRw,SUPPORT,57,26,40,7,4,4,3,3,294,UTILITY,19,4511,802,17152,3326,197,32,99,223,4766,0,688,0,0,6,0,42,False
4,Jurassiq,2,0,13,110,Varus,654,1289,654,5477,6,False,False,11004,10450,BOTTOM,0,0,1,6691,3042,3158,3814,1055,2055,3363,18,4,BOTTOM,2,907,6088,2676,6985,16,0,0,0,0,0,110896,11660,7399,3812,AW0LvyHwT5rTN-upI3BeeOYgH29yLUtRgvITFYWyZmViSOYWjSyHq5p_V4bpyI68JUlO4TRg10rrhg,CARRY,69,11,44,11,3,4,2,7,319,BOTTOM,29,14396,0,14416,2670,240,219,250,220,328,60,32,0,0,6,0,16,False
5,foggedftw2,10,0,16,23,Tryndamere,7215,12956,7215,22521,4,False,False,15905,13500,TOP,0,1,0,6631,3031,0,3158,3508,3046,3340,20,15,TOP,12,489,0,0,14202,33,0,0,0,0,0,187801,29084,23255,4963,N02IQar-935iqZCtutXRHTUqlli9_9bjzhKb3L_-aqIMpODq4mEk7BXHDs7DXCruqC1VnWcQPjvUhQ,SOLO,54,23,167,6,6,14,4,4,184,TOP,20,30932,0,39750,19914,0,180,363,101,12785,1848,2293,3,3,4,0,19,True
6,Masterfiend,9,1,16,131,Diana,3659,48958,3659,29140,5,True,False,15311,13250,JUNGLE,1,1,0,1058,3157,3152,1058,3115,3020,3364,20,14,JUNGLE,6,789,185497,24929,10877,160,0,0,0,0,0,30429,3380,12711,4561,Szhyh3NDh9Prs_Cl-uO9i5czFdZ8FtY_DiFqHa18muMDIqYCMjyO7cZqvB4Z013jpNu1-afXtk68Eg,NONE,110,66,75,11,3,4,15,11,384,JUNGLE,10,29090,0,25484,10442,0,53,168,193,13265,780,1895,2,2,4,0,27,True
7,yougelly,18,0,15,26,Zilean,2029,4090,2029,5933,4,False,False,9778,9125,MIDDLE,0,1,0,3157,6656,3108,2055,3067,3158,3363,23,4,MIDDLE,2,380,71319,13669,8536,0,0,0,0,0,0,7854,637,2852,4022,cYgw4Nt0bgEUbEzOX9_vVZZCyE8zUmv9sWqIo5MtX9OLFH2A86SHpT9i6boKEUOInv_BlGPc62GATg,SOLO,257,65,69,6,3,21,3,4,340,MIDDLE,27,14426,372,11587,2970,710,119,235,111,144,120,197,0,2,4,0,25,True
8,Emiru,8,0,12,202,Jhin,2193,9417,2193,5166,5,False,False,8531,8025,BOTTOM,0,0,0,0,6676,6671,0,3009,1055,3363,17,2,BOTTOM,0,823,2352,896,4603,4,0,0,0,0,0,68850,7152,7918,4928,oWs0Ts936VQvag1-7IugfoWfuShsY7ee-QA0-VBRyPnUiPbOtxqy3NLcZe7Y9CDAoMKYrxaHVcprtw,CARRY,64,20,16,20,3,7,2,4,167,BOTTOM,14,8049,0,12682,2555,644,145,45,176,0,0,160,1,1,4,0,36,True
9,5tunt,18,0,13,412,Thresh,278,2935,278,14495,1,False,False,7389,6775,UTILITY,0,0,0,3857,3190,3222,3158,0,2055,3364,24,1,BOTTOM,0,1396,12045,3942,3113,0,0,0,0,0,0,6392,548,8875,4903,c3Wz436tT6G8UrgVl1ttHNwHJymYmmHsQvEhkRQQ_ZcWJ-veSFuz5KUHAKmNDq5rsA53D7EKIi9S3A,SUPPORT,18,29,22,8,3,14,3,4,298,UTILITY,26,5100,3909,13027,3158,513,36,93,40,4361,610,1038,0,2,4,0,38,True
