,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,F01und3r,9,0,18,58,Renekton,2390,11066,2390,30556,6,False,False,14384,13045,TOP,0,0,3,6630,2421,3111,3053,6609,1037,3340,18,6,JUNGLE,3,835,2224,1753,18088,10,0,1,0,0,0,155599,15633,18753,4225,Xw4s75KnY98Je6_VS0X5mfuU5BRx4DYOebAFG-SVf_GPSxb7nSTjhpvqEsi_u3UgTzYNkDRIF1B1wg,NONE,74,55,85,11,2,12,3,4,250,TOP,25,17447,0,43291,9790,0,217,74,230,8822,60,6449,0,0,10,0,29,False
1,Kemony,9,0,17,131,Diana,1439,27242,1439,37318,8,False,True,16905,16850,JUNGLE,0,0,3,3157,3152,3047,3089,3135,3165,3364,25,12,JUNGLE,4,554,191925,20712,13110,146,0,1,0,0,0,32616,2540,14739,3478,-Cl5woDEmZHSEz9Z9XeGS-y54KbsvsdAbf9dcj2G7HlrZd3bDHz0EUOCQPYbCshkR9F43uVfDKolIg,NONE,135,113,68,12,4,4,13,11,142,JUNGLE,7,23903,0,31780,8221,0,63,192,330,32165,650,3930,2,2,10,0,21,False
2,aidanheat,12,0,16,101,Xerath,675,2594,675,7769,9,False,False,12230,11950,MIDDLE,0,0,3,4628,6655,3020,0,0,3135,3363,25,5,MIDDLE,2,504,160683,31815,13124,4,0,1,0,0,0,6128,304,3709,903,oaEdpACVKV1sDiozSCwJtEv-UGKSs8A6cp9tDVxiDAXe1jvJlfBA0yiXQSvGmvvZdl6xUx_KqtzbHA,CARRY,140,71,22,48,7,4,6,21,118,MIDDLE,20,32120,0,18208,970,0,165,208,268,52,0,1374,0,0,10,0,30,False
3,Awildansony,9,0,16,119,Draven,2750,9094,2750,15731,7,False,False,15940,16160,BOTTOM,0,0,3,3031,3006,3026,6676,6673,3123,3363,21,7,BOTTOM,3,721,0,0,11865,15,0,1,0,0,0,201888,18956,14267,4025,zW63o2u-Qs-cHc_qJRTO-5Zto6YY3V654clJ1E7t4vlXI29fbuoxKXI3R47XEfEc8NjN-qkkYot9ZA,SOLO,83,122,29,15,6,7,5,4,86,BOTTOM,10,19178,0,28413,8378,543,238,139,305,4135,222,2279,1,1,10,0,38,False
4,Sharell Cat,12,0,14,76,Nidalee,0,0,0,12821,11,False,False,9447,8800,UTILITY,0,0,3,3157,6655,3020,3853,1028,3916,3364,19,4,MIDDLE,2,323,39229,17514,12239,5,0,1,0,0,0,3035,705,12340,4893,ih3T-SY8sk1Dz2hocqlxXjahXQdzsr7IPr6VmzHlVNv0vpxBs-XhZuNJwok930PsN5UIMWOhhnEivA,SUPPORT,134,160,65,101,3,14,6,4,686,UTILITY,0,18670,0,26763,6342,1589,18,9,352,787,451,2184,0,0,10,0,76,False
5,Floogmen,13,0,18,516,Ornn,5382,11776,5382,51870,1,False,False,14536,13500,TOP,0,1,0,1054,3193,7004,3111,3001,3075,3340,23,4,TOP,3,940,85526,14888,12188,14,0,0,1,0,0,82988,6386,16022,5028,bJzzmMF6rZroNVVyhCJ12xYMLedYMXClnMMFzHIGi4kZ1zxyJ34ppQxKgO8icy2_l2jm6rcfMyaMkA,SOLO,124,88,36,25,6,12,3,4,136,TOP,35,22817,0,28532,12992,0,208,567,32,33247,1542,321,4,4,3,0,24,True
6,Tomaldtrump,7,2,18,11,MasterYi,300,52256,300,28686,14,False,False,15882,15000,JUNGLE,0,0,0,3153,7007,3124,3006,3091,3044,3364,22,7,JUNGLE,2,364,15104,1024,19952,199,0,0,0,1,0,153668,11743,27448,778,bg5b2TVt2XABjiTjDJMnYbIkmdM80lNs0EYhPYgA1gFzjQ2okCssUIphcp5pJaHSEzwobB0MmJD2mQ,NONE,66,12,49,11,6,14,15,11,290,JUNGLE,4,19337,0,47799,17673,0,25,155,526,60088,6569,398,1,1,3,0,23,True
7,Whos Katerina,5,0,18,105,Fizz,2705,7547,2705,18082,7,False,False,18901,17650,MIDDLE,0,0,0,7010,3157,3020,3089,3165,3100,3364,22,17,MIDDLE,7,734,140280,26213,19417,0,0,0,0,0,0,28164,2045,14173,3478,z85NbRY2E0T5ehIIKiwL_vbsKJaBRGLzcCD8E0oq71zUfmokq9P9qOemebI-qeFPuwhwBJCYqUUZ4g,SOLO,38,111,67,16,4,4,7,14,211,MIDDLE,17,30060,0,36727,10485,0,227,235,254,16612,1801,3136,1,2,3,0,12,True
8,PeteThaKilla,10,0,17,51,Caitlyn,10356,27621,10356,7156,9,False,False,16835,16600,BOTTOM,1,1,0,3033,7007,3006,3095,3031,6676,3340,22,6,BOTTOM,2,466,3909,1430,17700,28,0,0,0,0,0,207481,18347,8882,4922,fX302BAW0qNPlDMoIAleTF4nom7osLbVtQYAqqZgaGJPkyhDGupQNZhqJPDt_1MEp6M8LL-8jJOebA,CARRY,36,29,16,6,7,7,6,4,186,BOTTOM,15,21169,0,26769,8240,315,226,82,302,12226,1391,186,4,5,3,0,21,True
9,kitchenplate,21,0,17,350,Yuumi,1085,2439,1085,6356,3,True,False,12981,11700,UTILITY,1,2,0,4636,3011,3089,3853,3041,0,3364,17,7,BOTTOM,4,1058,30433,23461,5831,0,1,0,1,0,0,2031,902,7131,1398,IHeD4biz1W45g6P1LAq82ROHNOjGmc1bpOPI0d-SQhEMh7duLODiPs3kc83VMnpmmUh0JPMRY3DxBg,SUPPORT,93,139,62,11,9,14,3,4,253,UTILITY,21,29277,1514,13305,18383,11935,8,50,60,5093,4913,342,0,2,3,0,40,True
