,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,skiingxmoose,1,0,12,246,Qiyana,1827,12881,1827,3587,1,True,False,8818,7325,TOP,0,0,0,6693,2031,3158,0,6695,1036,3340,13,9,NONE,6,414,7524,779,1983,4,0,0,0,0,0,69520,9556,5062,3913,4gPYGMaKMpsuR0TWyvz3vizQk_7YAFNrk8mpT7kFYDUdFJH3yN75fyLZ6ZANze_cKqEnJT6b3u9NXA,DUO,53,69,23,6,3,14,2,12,226,TOP,12,10823,0,7486,438,0,140,62,16,8718,488,441,1,1,0,0,9,True
1,UseYourIllusion8,4,0,11,154,Zac,185,8439,185,6658,0,False,False,5502,3650,JUNGLE,0,0,0,3068,0,0,2422,0,0,3340,8,0,NONE,0,0,66398,3498,1435,88,0,0,0,0,0,14271,459,8351,22,TxVPUdZ_kpySuQSFKhr7Wl4GJQ6BGTOxTNYRmNHatDYGzLqVOb_ySpMlifBaqnYOM-e7ja52DHPYpw,SUPPORT,35,132,37,3,12,11,0,4,59,JUNGLE,19,4018,0,10136,15734,67,30,301,0,9580,60,349,0,0,0,0,5,True
2,UnDeadly Love,4,0,10,99,Lux,2845,3035,2845,3024,2,False,False,5550,4250,MIDDLE,0,0,0,1056,3802,2033,1026,0,3020,3340,13,5,NONE,4,502,25634,4856,4361,0,0,0,0,0,0,7399,261,1685,4655,OBNA5qJdAP-I9UZ0ynR9bUDrTmWR-Jiqv1grHpXwD4ohqe2vkfSyYGcRSwQqZUoT74EP4VIDXBKo9Q,SUPPORT,20,12,66,5,2,14,2,4,206,MIDDLE,23,5351,30,6545,376,0,50,189,30,2039,234,498,0,0,0,0,12,True
3,HighaUpton,5,0,9,51,Caitlyn,2479,4595,2479,3271,2,False,True,6527,6200,BOTTOM,0,0,0,1055,6671,1001,1038,2015,0,3340,11,4,NONE,2,672,755,445,1089,8,0,0,0,0,0,56227,8540,5519,19,XYHwlpb3MkX_PIUVzWRUzCmtJO3kISMq-HiZo5Kt4tvtAcugqRFIrhrGQJ-3psPaRrGsAEM3BGU3kA,SUPPORT,45,21,11,1,3,7,3,4,58,BOTTOM,3,8985,0,7352,2774,210,93,20,40,0,0,743,1,1,0,0,5,True
4,IPulsar,7,0,7,117,Lulu,662,1294,662,1118,0,False,False,5215,4825,UTILITY,0,0,0,3851,2065,3158,3114,0,0,3364,15,2,NONE,2,0,5401,1325,594,0,0,0,0,0,0,2936,663,1987,4512,5aZLPFeZ2F1TL9_1oB70e2R9ieAA4-0bzxxyxvlhgyhyQ7iOdavns63b_Wt0mbMPDGX0SaMARzplQA,SUPPORT,19,10,16,2,2,4,2,14,262,UTILITY,7,2269,946,2811,0,0,8,84,0,280,280,229,0,1,0,0,25,True
5,Malix Farwin,1,0,8,887,Gwen,1612,1612,1612,7564,5,False,False,4340,3025,TOP,0,0,0,1055,3047,2055,4635,0,0,3340,11,0,NONE,0,363,10339,1538,3380,0,0,0,0,0,0,13399,748,7322,4626,VJr1bo7qSOsvHIa5amm_2jluUlKzQscntCP8oFNBVjQZYHekal3WWs6bsR9dbFOzFKU8ZGMAHT5uug,SUPPORT,30,16,38,11,3,14,2,12,480,TOP,2,3464,0,11295,691,0,70,24,113,9740,1177,592,0,0,2,0,1,False
6,LHuile,0,0,9,5,XinZhao,0,722,0,4479,3,False,False,4479,3475,JUNGLE,0,0,0,1028,6029,2031,2422,3044,0,3364,12,1,NONE,0,398,7429,0,1408,68,0,0,0,0,0,33131,1411,8143,3556,9dPBqsRPhYGITZWUebBz0dz7ii5AtFtbFdqzNIktYLMP6xWxT4Kpa-YauqJ5DM3FF-tg_5iDsv6B4A,SUPPORT,27,38,0,0,1,4,6,11,114,JUNGLE,4,1519,0,9702,4315,0,8,224,49,3892,108,150,0,0,2,0,19,False
7,aidanheat,1,0,10,101,Xerath,101,101,101,2315,4,False,False,4915,4375,MIDDLE,0,0,0,1056,1001,6655,2055,0,0,3363,16,1,NONE,0,400,42518,6337,4396,0,0,0,0,0,0,3489,91,2189,903,oaEdpACVKV1sDiozSCwJtEv-UGKSs8A6cp9tDVxiDAXe1jvJlfBA0yiXQSvGmvvZdl6xUx_KqtzbHA,DUO,55,28,11,11,3,4,2,12,119,MIDDLE,15,6429,0,6586,71,0,98,143,97,5325,0,0,0,0,2,0,13,False
8,Awildansony,1,0,9,29,Twitch,0,0,0,3657,5,False,False,4927,4850,BOTTOM,0,0,0,1055,2031,3091,3006,0,0,3340,11,2,NONE,0,278,0,0,1087,0,0,0,0,0,0,23590,3811,7976,4025,zW63o2u-Qs-cHc_qJRTO-5Zto6YY3V654clJ1E7t4vlXI29fbuoxKXI3R47XEfEc8NjN-qkkYot9ZA,SUPPORT,15,16,14,3,2,7,3,4,87,BOTTOM,4,4584,0,9384,1403,120,68,137,91,6903,773,320,0,0,2,0,7,False
9,eewejiupt,2,0,7,350,Yuumi,449,449,449,2546,3,False,False,4109,3125,UTILITY,0,0,0,3851,2065,0,0,0,0,3340,9,1,NONE,0,457,1664,1077,1301,0,0,0,0,0,0,3034,1140,3902,4863,AwahsyrK2N9uhYHO710zs1OSiRaT4235MhV8ueltH_3dXDlQ98iH2REcJgYEkrqbGf6o7ZzZviMGKQ,SUPPORT,15,59,28,1,1,3,3,14,33,UTILITY,3,2422,538,5204,2829,1919,7,9,36,204,204,0,0,0,2,0,17,False
