,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,Arcaknights,6,0,15,6,Urgot,1327,8444,1327,35204,9,True,False,13064,13130,TOP,0,0,3,3075,6631,3748,3133,3047,3067,3340,32,11,TOP,2,401,795,287,5184,16,0,1,0,0,0,125650,23002,20442,4067,9v2c9-Pu_6ZP7DzTySPFAMacxp-a_sPdnPgwBFNDy1-WAxyvk2WJRF50ysefx4JVIWkpob2xGZDTsg,SOLO,39,141,27,15,5,4,3,12,276,TOP,34,25167,0,28481,2821,0,156,252,274,7671,1876,2853,0,0,9,0,17,False
1,RealZezima,11,0,14,106,Volibear,0,24221,0,29642,8,False,False,10952,10400,JUNGLE,0,0,3,6632,3115,3801,3158,3067,1011,3340,24,5,JUNGLE,2,422,53427,5991,7830,97,0,1,0,1,0,66014,12315,23585,4568,Nln-w6F4f_6gky7eU_BNFyGJ_xGCLnWFRrR6su7u2fCFx20eVR6_Mmb7n0TXix3_g9S9BmjrRCvwnQ,NONE,63,119,74,10,20,11,5,4,234,JUNGLE,28,19399,0,33223,10001,0,40,441,213,16558,1092,1807,0,0,9,0,24,False
2,aidanheat,11,0,15,101,Xerath,1165,2849,1165,9034,7,False,False,11123,10875,MIDDLE,0,0,3,3135,6653,4628,0,3020,0,3363,24,6,MIDDLE,3,482,100484,27447,5726,8,0,1,0,0,0,6345,574,11998,903,oaEdpACVKV1sDiozSCwJtEv-UGKSs8A6cp9tDVxiDAXe1jvJlfBA0yiXQSvGmvvZdl6xUx_KqtzbHA,SOLO,113,55,38,47,5,4,5,21,117,MIDDLE,34,28021,0,18046,598,0,122,182,270,0,0,321,1,1,9,0,25,False
3,Awildansony,7,0,14,119,Draven,582,7181,582,9411,5,False,False,10622,10625,BOTTOM,0,0,3,1055,3508,3036,6676,3006,0,3340,20,5,BOTTOM,2,826,0,0,5274,10,0,1,0,0,0,114783,14471,13637,4025,zW63o2u-Qs-cHc_qJRTO-5Zto6YY3V654clJ1E7t4vlXI29fbuoxKXI3R47XEfEc8NjN-qkkYot9ZA,CARRY,77,124,27,15,5,7,5,4,84,BOTTOM,10,14512,0,19537,6408,145,126,91,166,4451,41,626,0,0,9,0,16,False
4,CeIk,9,0,12,497,Rakan,349,1938,349,20465,10,False,False,6888,6425,UTILITY,0,0,3,3860,2065,3158,3011,1004,0,3364,20,1,BOTTOM,0,539,11077,4817,6233,0,0,1,0,0,0,8644,546,11707,4873,efOfPqbTKxzP6kx2HRkEuC4T9qS23sVixzcD6KKbdXSqR03P012XqIY8GFf_IG_knlyzEu3Akf9mXg,SUPPORT,36,35,33,7,2,4,4,14,268,UTILITY,30,6043,2788,19545,3568,2016,45,92,309,6716,680,1603,0,0,9,0,60,False
5,ur name is JOON,11,0,15,122,Darius,2053,13718,2053,40396,6,False,False,12873,12170,TOP,0,2,0,6631,3742,3076,3047,3053,1028,3340,25,11,TOP,8,1051,87,3,9623,12,1,0,1,0,0,91719,14539,23162,1113,1woN25FuxL7ngnxT-mUgUTk-X1DpEXMflt7j3wSxxKwV4RpsI1w42ZA_UJxxjBJlWM4hy0yG_NTJow,SOLO,73,65,24,21,5,4,5,6,66,TOP,25,19938,0,33853,9629,0,134,149,171,8556,5395,1067,0,2,2,0,17,True
6,windex590,13,1,14,60,Elise,1971,17844,1971,16117,7,False,False,12174,9975,JUNGLE,0,3,0,4636,3157,2031,3020,3165,0,3340,15,10,JUNGLE,3,406,76742,16401,8357,113,0,0,1,1,0,17378,979,19661,4270,Tg9kNL5Dg6vwBZCHdcOlRhhfqDjpec_7DHZjRPVqAl68GdqhBGgksY0On10d1eMH6IUtL8x_JzhGjw,NONE,139,123,91,127,17,11,4,4,296,JUNGLE,28,18166,0,28286,9598,0,7,160,194,15394,785,268,1,5,2,0,28,True
7,Patu2010,14,0,14,166,Akshan,4683,9816,4683,14878,6,False,False,11762,9775,MIDDLE,0,3,0,1055,3006,3091,6673,3035,0,3363,20,4,MIDDLE,0,461,10627,2079,8991,8,0,0,1,0,0,99992,14493,10268,3009,Nh_0e-EmohiaWVEts8QzFlUapHOb9zIj7EF4ZDSGgTJDoLbQUrs3v4qAVmQlTnfK0EfGgGWrTCcAXQ,SOLO,85,11,98,8,2,14,4,4,162,MIDDLE,1,16877,0,19596,2669,0,128,4,206,1391,304,336,1,5,2,0,30,True
8,Cysufy,20,0,15,21,MissFortune,9768,18483,9768,11818,4,False,False,14440,12575,BOTTOM,3,3,0,6671,2421,3006,2055,3072,3036,3363,21,10,BOTTOM,4,692,4048,3068,5501,13,0,0,1,0,0,138471,29826,11498,588,Nt0GNNpsPc7XzsaS9v8pDjkY86TaRtul4PhT04Ibz8sulsiyX_Oo3YJdMgf7hTLKqUlToVdqnb8tpA,CARRY,78,70,33,8,4,7,4,4,140,BOTTOM,12,33622,0,17794,5975,726,177,136,139,13175,728,794,4,7,2,0,31,True
9,Dishwashing Dan,19,0,14,412,Thresh,1327,2161,1327,21568,5,False,False,9450,8400,UTILITY,0,2,0,3860,3024,3190,3158,3050,3082,3364,19,4,BOTTOM,2,941,15629,8132,7636,0,0,0,1,0,0,6530,792,8766,538,o8MXBSXLNeiIM7GtJgOIZvF2byerf6s3gYHb4yhaYb3IUGJ_9FNWGkGWSzAjtdENR0WVgXYi2pUi3g,SUPPORT,55,24,29,6,4,3,2,4,120,UTILITY,46,8924,2514,17628,3821,1078,37,94,134,3792,0,1225,2,6,2,0,27,True
