,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,kevinminajj,2,0,13,875,Sett,7999,20968,7999,16095,4,True,True,12100,11305,TOP,1,NONE,0,3153,1055,3742,6631,0,3047,3340,18,14,JUNGLE,6,778,500,426,11870,0,0,0,NONE,0,0,78423,15772,7890,3543,jn1ZmPMTBJ6cFtPkj4tsJRb7nhP_3jnFDIJ3v3qK4GYPo_OscK4teJG1b7jtl0YIxierktDuDKYJVw,NONE,53,13,29,5,2,12,3,4,122,TOP,26,19522,0,20757,2855,0,102,161,145,12510,3323,996,4,NONE,1,0,20,True
1,3One,6,0,11,102,Shyvana,1310,11468,1310,10450,4,False,False,8292,8100,JUNGLE,0,NONE,0,3115,2031,4636,3020,1029,0,3364,14,5,JUNGLE,2,669,62737,9969,4484,92,0,0,NONE,0,0,20376,669,12127,3837,BGLoDLBa4-PPoiZPsdDPsrm86imq0ZZkoOQ8O8cetMuSWRJmpOQvoYZ2_Dtp_iNrFDbKbmx7MWGtkw,NONE,61,53,65,7,13,11,4,4,85,JUNGLE,2,11194,0,17458,5278,0,23,124,121,11487,555,846,2,NONE,1,0,13,True
2,KittyKatPurfect,5,0,11,103,Ahri,415,1064,415,3893,4,False,False,6596,5650,MIDDLE,0,NONE,0,1056,6653,3020,2420,0,0,3340,11,3,MIDDLE,2,550,22599,4884,6649,0,0,0,NONE,0,0,8800,895,3800,4778,KeBSLd_I1kKlUdc4jaGEJwey_PJ1fuzbj81dBmqnMDGh3MdzwrBOMgek_HKWnJ9I-kAb3Wi9TSE4lQ,SOLO,50,15,19,15,3,4,2,14,143,MIDDLE,11,8032,0,10751,1202,0,84,33,120,12758,2251,302,0,NONE,1,0,11,True
3,Sendas643,5,0,10,235,Senna,883,3599,883,4494,5,False,False,7312,6250,BOTTOM,0,NONE,0,3863,6692,3006,2015,3086,0,3340,11,2,BOTTOM,0,518,579,100,3149,0,0,0,NONE,0,0,43014,3600,6905,23,GKTTxj_9FyAYylSmaLCCG-vzN39LmxwPEo9Gh2EkK0h8mSFkU61RKnZ-LROnvu-qWqiutwv69wgBbA,CARRY,31,7,11,2,3,7,2,4,93,BOTTOM,12,3700,193,10086,6534,3225,94,52,111,9280,0,32,0,NONE,1,0,3,True
4,Calafar,4,0,11,78,Poppy,2519,3471,2519,8620,1,False,False,5205,3600,UTILITY,0,NONE,0,3857,3111,6660,1029,1033,0,3364,12,0,BOTTOM,0,245,5331,623,1975,0,0,0,NONE,0,0,15101,2831,5629,4834,yGwD1D-MO3PBlMPr1PBBU-gTkSr4yb5iS382zRaPbVQ_mcNtu8c-B1S-dhk7K9Dfuc4-a-yZBdf2jA,SUPPORT,24,18,13,4,3,4,5,14,243,UTILITY,12,4344,0,8361,420,0,35,62,10,6596,890,756,0,NONE,1,0,30,True
5,QueenOfM1schief,5,0,11,887,Gwen,2748,2748,2748,8677,9,False,False,6451,5985,JUNGLE,0,NONE,1,2033,4633,1043,1026,1052,0,3340,9,1,JUNGLE,0,177,26347,1920,3393,4,0,0,NONE,0,0,18245,1408,11452,4655,ES6Pu_mfBoEwvMCfcpXRK2eoV0ttGRsnvz9tM0P63cEgNWFv9PTQSAwpGyzvhLIlRaOG5IiW9_ExjQ,NONE,46,12,49,9,4,4,1,12,44,TOP,1,4016,0,15711,2684,0,83,23,182,10975,687,865,0,NONE,6,0,7,False
6,TheRealDommy,0,0,12,2,Olaf,0,5788,0,13439,3,False,False,7906,7700,JUNGLE,0,NONE,1,6630,2031,3111,3071,0,0,3340,8,2,JUNGLE,0,1097,7371,50,3033,116,0,0,NONE,0,0,109577,3136,15601,10,WU3roj377zsyhDQzuIR3oHeH2yNTC-M3b_U79nImvbMO9ziYQFlf7yFgqWKsZdXtNA0CmitTRyLvHg,NONE,165,18,39,2,0,4,11,11,36,JUNGLE,2,3921,0,19435,7114,0,41,603,72,14029,734,800,0,NONE,6,0,4,False
7,Aidenheat,3,0,13,1,Annie,1149,1254,1149,8799,6,False,False,9925,7975,MIDDLE,0,NONE,1,6656,2031,3157,2055,3020,1056,3340,18,9,MIDDLE,3,402,63603,20806,4688,8,0,0,NONE,0,0,8166,896,8963,3543,yX_gjoUO2x2yAM20S9C-MrdiZglV94WxMrQizADU_nh6YNDxcKIKaS6McyRtccgR0neP-_xEShNj3w,SOLO,109,46,42,84,5,14,4,4,33,MIDDLE,39,22769,989,15613,1235,0,116,164,149,2576,1066,1962,1,NONE,6,0,14,False
8,Nebc,4,0,11,222,Jinx,885,885,885,4724,4,False,False,7500,6650,BOTTOM,0,NONE,1,1055,3006,6673,3086,1042,1042,3340,13,4,BOTTOM,2,491,1316,920,4465,4,0,0,NONE,0,0,70366,9127,5241,6,b282Jx18BI26cTRBgw4DLPplgRPQufwMcfR5KKiZ9wr08i2cXjXtk0PwAvbaRSMK5FeZ09o9qIs1aQ,CARRY,11,52,12,5,3,4,3,7,36,BOTTOM,17,10048,0,11495,3117,435,134,68,107,5365,0,1788,0,NONE,6,0,6,False
9,Red298764,7,0,11,89,Leona,408,408,408,9191,3,False,False,5811,5000,UTILITY,0,NONE,1,3860,3111,3024,3190,0,0,3340,7,2,BOTTOM,0,748,4971,3324,2257,0,0,0,NONE,0,0,5997,1987,4412,9,ejRnaIOS7V4VhrYJIx0tKqupnnZZzsdOHVKEg86nntP442LvR2OouvpwI00Ui0v8Y8i4PptcRVxK1A,SUPPORT,21,14,18,5,3,4,3,14,21,UTILITY,29,5758,0,8274,322,372,31,38,88,6618,446,1604,0,NONE,6,0,20,False
