,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,PapaDi,8,0,16,57,Maokai,4461,4461,4461,21087,7,False,False,9298,8000,TOP,0,NONE,0,3070,2003,3075,3111,0,3068,3340,27,1,TOP,0,582,72646,11559,8383,1,0,0,NONE,0,0,25257,1329,8244,4363,MDyAzgm4KcGq3dTPEeTPIA1g6Y3tYFqCTm88iyRa5P0UwghUmkZ8YD0tzbLVPPebARGSoiVzcSzmFg,SOLO,81,20,54,7,4,4,2,12,210,TOP,62,12889,0,23547,6761,0,163,429,183,8470,0,6919,2,NONE,5,0,15,True
1,BINNET S,9,0,15,202,Jhin,5177,6350,5177,8210,7,False,False,10912,9150,BOTTOM,0,NONE,0,1055,6671,6676,3086,1042,3009,3363,20,4,BOTTOM,2,513,10428,1330,4462,0,0,0,NONE,0,0,144499,15565,13182,4812,xgFMFy8RM5ikZSmPnYW7fSevLqLv770VLNyCybp89Ra2zQQtf6n11WLxlcrL-0kmMGaBkHH7gutyeQ,CARRY,82,39,36,39,6,7,3,4,92,BOTTOM,24,17002,0,18230,5066,466,186,159,174,5632,107,585,2,NONE,5,0,16,True
2,superscarycrab,9,0,15,55,Katarina,1862,1862,1862,9607,5,False,False,10507,9525,MIDDLE,2,NONE,0,3020,6672,1043,2031,1052,1026,3340,18,5,MIDDLE,2,602,78273,10845,4998,2,0,0,NONE,0,0,16161,1817,12740,1149,uN4vcT3XC-75-C5uSUkewgwZj00YnPsB9wSlqpIpNN7sXxBQ_gHa6nAajvO1OVusDgm7SiMKkdQWqg,SOLO,79,42,0,8,2,4,5,14,300,MIDDLE,0,14412,0,19513,1821,0,146,1,169,4655,1750,1774,1,NONE,5,0,23,True
3,BadJuju90,5,0,18,203,Kindred,7690,46330,7690,18953,5,False,False,20891,16535,JUNGLE,0,NONE,0,6672,3033,6676,3006,3095,3153,3364,16,24,JUNGLE,8,858,37205,6529,7370,147,0,0,NONE,0,0,187080,30282,24854,4571,YEQ33X_EccPnYtB5TfXLtWCkASKKlKbx6oPuH3rP6CGvrIHZK332D1YmtQdSmsH9WWm1fDDsfjwxPg,NONE,157,52,9,4,9,11,5,4,340,JUNGLE,15,43047,0,33542,18314,3034,82,326,141,27994,6235,1317,3,NONE,5,0,26,True
4,Rycnyc,15,0,14,99,Lux,2951,4541,2951,8955,10,False,False,9639,7600,UTILITY,0,NONE,0,3853,3157,3020,0,6655,0,3364,15,4,BOTTOM,2,356,47530,19020,5360,0,1,0,NONE,0,0,3873,676,8999,4881,xnx8Rhk-Y78QFqlqlh3TV6AZEDl39vu5PU9a12Vq-UspQz6sebOx_FHDQN-7kZIjV_YGSnR_245wZg,SUPPORT,37,31,129,12,4,4,4,14,52,UTILITY,51,21009,1026,15129,0,0,22,223,257,1313,1313,769,1,NONE,5,0,37,True
5,DocEcksDee,8,0,16,887,Gwen,4944,15706,4944,26807,11,False,False,14573,13175,TOP,0,NONE,2,3143,3157,0,3115,3158,4633,3364,20,11,TOP,3,319,60815,15460,16845,8,0,1,NONE,0,0,29957,5614,18940,2074,1pqwop0_aH1XZqyZlHuOmvs4TKW0XKQ6KJZexmjnfu-vNkN9W6WYgRnk8tgWRcM-ZzYN_BlMYtyYEg,SOLO,91,28,92,30,4,4,3,12,175,TOP,9,28327,0,38999,9794,0,149,88,364,29326,7251,3213,3,NONE,9,0,15,False
6,TheRealDommy,4,0,15,2,Olaf,604,7108,604,24383,6,False,False,9644,9200,JUNGLE,0,NONE,2,6630,2031,3111,6333,3133,1028,3340,17,3,JUNGLE,0,578,7443,0,9324,124,0,1,NONE,0,0,106945,4613,16309,10,WU3roj377zsyhDQzuIR3oHeH2yNTC-M3b_U79nImvbMO9ziYQFlf7yFgqWKsZdXtNA0CmitTRyLvHg,NONE,182,16,41,0,1,4,9,11,36,JUNGLE,6,5206,0,28028,8694,0,9,484,150,12439,592,2395,1,NONE,9,0,14,False
7,Awildansony,5,0,16,119,Draven,3017,3215,3017,10422,8,False,False,13268,13787,MIDDLE,0,NONE,2,1037,3508,6676,1053,3006,6691,3363,21,6,MIDDLE,2,482,0,0,8522,10,0,1,NONE,0,0,146870,19335,15730,1595,zW63o2u-Qs-cHc_qJRTO-5Zto6YY3V654clJ1E7t4vlXI29fbuoxKXI3R47XEfEc8NjN-qkkYot9ZA,SOLO,91,123,25,21,5,3,4,4,67,MIDDLE,8,19335,0,26180,4495,0,206,100,243,11215,0,1928,0,NONE,9,0,20,False
8,Aidenheat,11,0,15,21,MissFortune,3711,9480,3711,13235,8,True,True,13347,12635,BOTTOM,0,NONE,2,6671,3072,3006,6676,1037,0,3340,24,9,BOTTOM,2,609,6409,2510,7986,34,0,1,NONE,0,1,147420,18498,16772,3543,yX_gjoUO2x2yAM20S9C-MrdiZglV94WxMrQizADU_nh6YNDxcKIKaS6McyRtccgR0neP-_xEShNj3w,CARRY,63,20,28,8,6,7,5,4,33,BOTTOM,8,21008,0,26261,7236,674,168,158,266,0,0,1502,1,NONE,9,0,21,False
9,SirMartini,12,1,14,25,Morgana,996,2542,996,8531,5,False,False,9874,9150,UTILITY,0,NONE,2,3853,3157,1026,6653,3916,3020,3364,21,5,BOTTOM,3,719,39023,11018,8903,12,0,1,NONE,1,0,2612,598,7717,4864,xW3VT1LbNHkSClOgKfjpRI4iMlVCHQNdpqNpl-0mSWYbd1qzPv0TTSYyuQni23neG9OyWQxvHo0Z9g,SUPPORT,41,46,24,5,5,4,6,14,82,UTILITY,42,12139,966,17316,3832,0,36,75,83,523,523,695,0,NONE,9,0,46,False
