,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,BackupCoyote2,5,0,14,6,Urgot,5430,10851,5430,27551,8,False,True,12784,12700,TOP,0,NONE,1,3071,6631,3047,3748,3076,1033,3340,21,9,TOP,2,672,1016,331,10246,24,0,1,NONE,0,0,125182,24009,15110,4761,xriJLkaI8bfVAo7rpqnU14KUYfKXhigIuCzh8QHlqqEWK1aUfadGSyPYplo9UkDu7qucVW2jHltxFg,SOLO,41,264,37,14,2,12,4,4,46,TOP,37,26743,0,26777,1110,0,140,215,320,2486,2402,1420,3,NONE,7,0,23,False
1,TheRealDommy,2,0,12,2,Olaf,1177,25950,1177,22775,7,False,False,8544,8500,JUNGLE,0,NONE,1,6630,2031,3111,3071,1031,0,3340,16,2,JUNGLE,2,423,7901,94,5824,117,0,1,NONE,0,0,115430,6638,23912,10,WU3roj377zsyhDQzuIR3oHeH2yNTC-M3b_U79nImvbMO9ziYQFlf7yFgqWKsZdXtNA0CmitTRyLvHg,NONE,193,27,53,3,2,4,15,11,36,JUNGLE,12,8283,0,30603,12482,0,22,573,166,21325,1551,866,1,NONE,7,0,11,False
2,aidanheat,11,0,14,101,Xerath,3048,4015,3048,7291,7,False,False,10914,10350,MIDDLE,0,NONE,1,4630,6655,2055,3020,4628,3916,3363,22,7,MIDDLE,4,837,98256,32332,6603,0,0,1,NONE,0,0,5985,504,7749,903,oaEdpACVKV1sDiozSCwJtEv-UGKSs8A6cp9tDVxiDAXe1jvJlfBA0yiXQSvGmvvZdl6xUx_KqtzbHA,SOLO,108,52,26,41,5,4,4,12,111,MIDDLE,33,33062,0,14828,557,0,137,214,228,504,226,475,1,NONE,7,0,21,False
3,Awildansony,3,0,13,119,Draven,998,998,998,7429,5,False,False,10326,10125,BOTTOM,0,NONE,1,1055,6676,1038,6673,3006,1018,3340,19,4,BOTTOM,4,544,122,64,4570,3,0,1,NONE,0,0,80958,9662,7666,1595,zW63o2u-Qs-cHc_qJRTO-5Zto6YY3V654clJ1E7t4vlXI29fbuoxKXI3R47XEfEc8NjN-qkkYot9ZA,CARRY,70,91,19,14,2,7,3,4,63,BOTTOM,8,9727,0,12509,1137,240,164,65,131,4230,0,272,0,NONE,7,0,23,False
4,Aidenheat,9,0,13,201,Braum,184,673,184,21950,6,False,False,7553,6575,UTILITY,0,NONE,1,3190,3857,3050,3047,0,0,3364,16,2,BOTTOM,0,705,12803,8160,7404,0,0,1,NONE,0,0,6790,1477,11128,3543,yX_gjoUO2x2yAM20S9C-MrdiZglV94WxMrQizADU_nh6YNDxcKIKaS6McyRtccgR0neP-_xEShNj3w,SUPPORT,71,18,15,9,8,14,5,4,32,UTILITY,47,10765,1826,19254,2015,673,40,193,170,7037,1127,722,0,NONE,7,0,28,False
5,Iridescent Mew,11,0,14,98,Shen,2950,2950,2950,41482,6,False,False,9916,8875,TOP,0,NONE,0,1054,3068,3047,3075,1057,1028,3363,17,7,TOP,4,550,32602,6760,9633,8,0,0,NONE,0,0,32353,4208,16528,4025,_kzOfnc5gepOCD1iaETEL4ovy6NDPr5EiAWMCHI8_Yl-OrZf_MIIYpp0TtXaiHLlgCj6KYF6jo9BJQ,SOLO,48,17,28,6,1,12,4,4,98,TOP,23,11805,1849,27978,3642,0,93,202,210,8814,836,1817,0,NONE,6,0,35,True
6,Verown,11,0,15,48,Trundle,9995,21557,9995,36165,5,False,False,15301,12925,JUNGLE,1,NONE,0,3748,6632,3211,3742,3111,3067,3340,16,16,JUNGLE,12,683,7590,3383,13102,112,1,0,NONE,1,0,155513,26642,30151,4916,uFkNrbJ2v8X7qLHjk4_Ho_cG3wLu2XSSmY_GC7yR3jXctwoAy0Mn-yjR5uR8UX0DvR9f20nScKohxg,NONE,154,74,31,11,10,11,5,4,262,JUNGLE,34,31082,0,45535,24768,0,62,461,130,4341,1057,2281,4,NONE,6,0,21,True
7,Bammmbi,14,0,14,350,Yuumi,776,776,776,5461,6,False,False,7586,6800,MIDDLE,0,NONE,0,1056,0,3114,0,6655,3020,3340,25,3,MIDDLE,2,429,15249,6677,8095,0,0,0,NONE,0,0,15806,489,4841,3478,m-ISYQqD9_v2YtdqhoutqPcl3m3NiBUHsNiMYzXS9xOKfCPQDGmiLp8T8Y8Et-ZO469HW1VgDMBb8Q,SOLO,57,106,62,7,5,14,2,4,223,MIDDLE,13,8279,3245,13410,12826,9965,65,32,185,9593,1112,473,0,NONE,6,0,27,True
8,Kishinsoul,12,0,13,81,Ezreal,5085,8775,5085,4554,3,False,False,9621,8200,BOTTOM,0,NONE,0,1055,6691,3070,3158,3508,1036,3340,15,3,BOTTOM,2,789,13170,8550,4617,8,0,0,NONE,0,0,60944,6554,6928,4764,5uN-y9PYRnuh5TI9O9i1TLFcHeLOs7ivpI6sxqVLCibq82a7lvAK2ROnWH8NLKdlDrkRWrUfa1-C_w,CARRY,157,46,14,9,4,7,2,4,101,BOTTOM,0,15104,0,11771,2548,480,143,0,94,0,0,226,2,NONE,6,0,8,True
9,NothingPrsnlKid,19,0,13,412,Thresh,1279,1802,1279,21859,5,False,False,8296,7425,UTILITY,0,NONE,0,3050,3857,3190,3117,3067,2055,3364,23,4,BOTTOM,3,747,12944,7981,7111,0,0,0,NONE,0,0,9399,1956,13232,4248,nKxgt96jdvx5ZYROdQVD6GmqAAkI5ASYKnQrdIXL2X5pnI_TqBLY6rj5p75wb5lk_WKlxiTTJe1EZg,SUPPORT,61,27,24,6,7,14,4,4,111,UTILITY,44,10690,2713,20852,2884,810,38,123,161,7262,752,509,1,NONE,6,0,40,True
