,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,airinairoutt,12,0,18,78,Poppy,975,1465,975,51779,7,False,False,10606,9025,TOP,0,NONE,2,3075,3047,2055,3068,3082,1029,3340,19,4,TOP,2,658,25675,3878,2458,0,0,0,NONE,0,0,87045,11957,27041,23,uC2Tbeyx1ivFYYcKY3rQ79DMu4Pb-5HG1WVVmqNUJ9wHtxuNftwsqeuKg4DUi1_BL9kRFVEoUNSN-g,SOLO,140,45,20,12,5,4,2,12,44,TOP,29,16228,0,31462,4739,0,116,590,272,392,392,1962,0,NONE,9,0,35,True
1,Le Toxicoman,14,0,17,421,RekSai,1119,8027,1119,36559,15,False,False,12143,10800,JUNGLE,0,NONE,2,3047,3026,6693,3814,0,0,3364,27,6,JUNGLE,2,368,5635,0,5844,112,0,0,NONE,0,0,104245,16849,39895,4863,zeK29diY4NxKyXk13Xmu4NzAMq67ZCew01dDm3ZDeRHE7yKiYv9T5-CJtZ3kOhLBHAdJ15BLBqW3Rg,NONE,181,98,112,12,6,4,17,11,177,JUNGLE,28,20948,0,49915,15754,0,25,229,545,16589,4098,4175,0,NONE,9,0,33,True
2,TipsyTurtle,12,0,18,1,Annie,4808,4808,4808,25448,6,False,False,15526,13375,MIDDLE,0,NONE,2,3135,3157,3165,6655,3020,0,3340,23,9,MIDDLE,3,683,138891,29096,2633,4,1,0,NONE,0,0,11704,1263,22385,4922,oS9c3N16jAVMfqR5YXeE0O8CRICbNlnmlMJIPdgPBeDfaTG0Npf6xYf7a9UVb-1mqJ7n6usIMrCNVw,SOLO,148,88,77,22,5,4,8,14,120,MIDDLE,33,32506,2332,25174,2335,0,182,263,228,2945,2145,155,2,NONE,9,0,31,True
3,ricrzc1,9,0,18,29,Twitch,8480,18369,8480,14297,6,True,False,22537,18650,BOTTOM,1,NONE,2,6672,3085,3031,3036,3006,3153,3363,30,19,BOTTOM,5,994,265,265,4244,12,0,0,NONE,0,0,287093,40865,22111,4873,iMX5PTyQrjUgr3jqFHfyWDexmUJjqVQ4iwi7EaVM_d_QhAh0N7fIP2KxHDmDlkLc05iBiRW9Nx-aqA,CARRY,72,25,40,13,6,4,7,7,249,BOTTOM,8,49655,0,28353,6185,1125,323,182,274,61680,8524,1997,4,NONE,9,0,45,True
4,MochaMilkers,25,0,17,12,Alistar,342,420,342,47914,4,False,False,11067,10125,UTILITY,0,NONE,2,3860,3190,3050,3075,3117,3801,3364,22,3,BOTTOM,0,1077,20089,11563,4556,0,0,0,NONE,0,0,8011,2258,21082,4922,aUObBRdUubQ4qjxLVCSr64E0cU6kFh_YevVlTsDPQ9dlGjLDhknnjTESa7PAoSM6Yd5Fpja2mdzK_w,SUPPORT,39,30,26,10,7,4,12,14,42,UTILITY,66,15566,1159,32191,20862,12695,44,107,144,7817,1745,6552,0,NONE,9,0,52,True
5,Splodde,4,0,18,875,Sett,10916,19008,10916,82937,12,False,False,21182,24200,TOP,1,NONE,1,6631,3153,3748,3193,3053,3006,3340,19,21,TOP,6,724,4289,2639,19941,12,0,1,NONE,0,0,265470,53442,39709,4878,XrYdijf-Qhe0sn6PHOgZlhBPR-OGmo7FWcPa6H7xvPrV9JLq-yEXRM9oD-JbgYLZRvAk2q78fO9BkQ,SOLO,79,26,41,15,6,4,4,12,182,TOP,56,67831,0,67662,8287,0,267,276,545,36463,11749,8011,4,NONE,6,0,12,False
6,TheRealDommy,10,0,17,2,Olaf,1713,19652,1713,44179,4,False,False,13315,12600,JUNGLE,1,NONE,1,6630,1031,3133,3047,3053,3075,3340,15,5,JUNGLE,4,1446,13995,1305,8487,193,0,1,NONE,0,0,166391,8239,28055,10,WU3roj377zsyhDQzuIR3oHeH2yNTC-M3b_U79nImvbMO9ziYQFlf7yFgqWKsZdXtNA0CmitTRyLvHg,NONE,300,35,67,6,1,4,14,11,35,JUNGLE,14,11883,0,39606,15189,0,20,835,157,25470,2338,3063,2,NONE,6,0,14,False
7,Aidenheat,5,0,16,246,Qiyana,916,15550,916,17200,12,False,False,14263,13725,MIDDLE,0,NONE,1,6693,3814,3004,3158,6695,1037,3340,25,11,MIDDLE,4,474,16431,2513,9716,40,0,1,NONE,0,0,134458,21767,23564,3543,yX_gjoUO2x2yAM20S9C-MrdiZglV94WxMrQizADU_nh6YNDxcKIKaS6McyRtccgR0neP-_xEShNj3w,SOLO,117,117,33,9,5,14,6,4,31,MIDDLE,32,25037,0,36985,3097,0,149,111,443,2542,756,3704,0,NONE,6,0,39,False
8,Awildansony,8,0,17,119,Draven,7344,11090,7344,9695,6,False,False,14409,15075,BOTTOM,0,NONE,1,3036,3033,6673,6676,3047,0,3363,25,1,BOTTOM,0,683,2849,1518,6402,12,0,1,NONE,0,0,194542,14875,10635,1597,zW63o2u-Qs-cHc_qJRTO-5Zto6YY3V654clJ1E7t4vlXI29fbuoxKXI3R47XEfEc8NjN-qkkYot9ZA,CARRY,96,121,27,15,3,7,5,4,61,BOTTOM,9,16393,0,18514,1444,355,286,137,145,3050,0,1477,3,NONE,6,0,41,False
9,Im a Trap,19,0,16,267,Nami,451,2011,451,10220,7,False,False,9450,9050,UTILITY,0,NONE,1,3853,4005,3117,3504,3011,1004,3364,29,0,BOTTOM,0,657,17484,10556,4480,0,0,1,NONE,0,0,3436,1101,12882,4080,w9jWP7xnngm1II2A7J7biwHOWqbCQmSiexP_4xwcNlvcakhjPkQD0RaxgXnW_lrEYJzGGXHDNod5Iw,SUPPORT,68,53,63,13,4,4,7,3,153,UTILITY,50,11658,1636,18594,7026,4754,15,249,220,0,0,1230,0,NONE,6,0,98,False
