,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,KFC MANAGER 1,8,0,18,41,Gangplank,14922,35196,14922,14097,6,False,False,20426,17825,TOP,0,2,0,3042,3508,6673,3158,3036,3031,3363,25,13,TOP,5,603,20761,6143,9698,37,1,0,1,0,0,323134,27301,18341,1113,bdyJpchpcvTYeg7zBqBGfpnCGCbKJD0lu-g1tuYTsVvgaXP9aZI_jJhpqyM0ajRK4-Dr14cy0Cd7SA,SOLO,246,26,180,12,4,4,12,12,152,TOP,16,40112,0,29686,7595,0,239,377,187,21793,6666,1647,5,8,4,0,32,True
1,Dolphan,11,0,17,141,Kayn,0,9288,0,18197,13,False,False,11463,10025,JUNGLE,0,0,0,3042,6630,3044,3158,1028,1037,3364,24,2,JUNGLE,2,409,6734,930,13509,130,0,0,1,0,0,136459,11127,27456,3506,27-f1j549sVt6EqgUaBEwoD5sl-N88Wza3_THnKTL2QKrBuc4JxvFs6UNeFAFLJRaSISU4LeET11Vw,NONE,130,82,61,13,17,11,5,4,287,JUNGLE,9,13045,0,42526,10919,0,45,245,454,12383,988,1559,0,0,4,0,19,True
2,KFC JANITOR 1,13,0,18,876,Lillia,629,10429,629,24751,6,False,False,16743,14800,MIDDLE,0,0,0,4637,3157,6653,3020,4629,1058,3340,24,14,MIDDLE,6,689,118949,35999,9134,21,0,0,1,0,0,12265,989,28896,3587,C5r7rhUeiXDXJE8QOwln3fGg2catcVz1lhDm8ulkyCWQJi8mopjCjCvHb0cRowaCjYBwVyQTQ1MDyQ,SOLO,183,40,68,9,6,14,5,4,144,MIDDLE,26,45478,0,39534,13231,0,163,187,200,54672,8488,1503,1,1,4,0,21,True
3,Daveee,16,1,18,51,Caitlyn,11406,29071,11406,15029,9,False,True,18936,16400,BOTTOM,3,3,0,3026,6671,3006,3095,3031,3094,3340,19,17,BOTTOM,4,607,10679,6439,9924,50,0,0,0,0,0,236572,46459,27195,1301,G5skqL5r9KM5oplB0dQ__pluzGiB4xBaQlkdJYVuL0zrXkEMBoLn5WdiaXTY_ErXJyKII1Fu2LN9nw,CARRY,49,52,27,9,4,4,5,7,201,BOTTOM,41,55975,0,37498,15642,749,203,297,257,7679,3075,378,5,7,4,0,15,True
4,MadSpecial,26,0,17,432,Bard,1410,3703,1410,26289,5,False,False,12976,11725,UTILITY,0,2,0,3050,3190,3860,3742,3009,3011,3364,23,7,BOTTOM,4,471,32369,14074,9466,4,0,0,1,0,0,13291,5542,19572,4245,3SZYDg5P9SAKA2gwzTrL5l-RdQfa_U40xsqJqcqYKiiUxmWFiscLcuEqeUI9Kco0fGYnkJaGLZUwMA,SUPPORT,95,65,21,14,4,4,7,14,169,UTILITY,66,20877,2217,29950,10120,2560,42,392,166,5500,1260,912,0,4,4,0,73,True
5,brittlez,10,0,18,516,Ornn,2442,2617,2442,58913,8,False,False,14569,14425,TOP,0,0,3,1029,3193,7017,3047,3075,3001,3363,25,3,TOP,0,530,88752,12996,14225,5,0,1,0,0,0,122222,10198,29354,28,aBon2bywgjNwfticnjqogzAs6NIMQpDMQzbgAP6LcNl9E0vV28QqSrUOVHnTRGcmoPXM4TJ3YTqrLw,SOLO,119,106,43,26,5,4,4,12,74,TOP,45,23195,0,50584,7608,0,262,781,329,5180,0,7004,2,2,11,0,23,False
6,Smebs,10,0,16,76,Nidalee,1188,11789,1188,25315,12,True,False,13750,13125,JUNGLE,0,0,3,4629,2031,7010,3100,3020,4630,3340,21,8,JUNGLE,4,384,170453,23010,16912,146,0,1,0,0,0,20557,2834,35328,5028,g_tYQeDy2wiGEafqzs67LN99N4KMQGqq1V0lUa1C8bOLXsesXc2wlzuueEH9fn-uY3Qul9yveToJjg,NONE,303,234,157,309,18,11,6,4,33,JUNGLE,12,27915,0,55952,23429,1359,39,155,435,12194,2070,3711,1,1,11,0,30,False
7,Apexcape,6,0,17,80,Pantheon,1862,4314,1862,38669,9,False,False,19400,19395,MIDDLE,0,0,3,6333,7001,3111,6676,6695,3036,3340,25,22,MIDDLE,6,488,4631,1454,14227,12,0,1,0,0,0,149524,48048,18880,542,wd3WvdkD02UvOB6yFzOlipXvX63AvrqgYuukUZ9nBx3C7Xrir9vUcVXsmy_G0VskoIK92eIzflUMQw,SOLO,154,34,41,6,6,14,6,4,317,MIDDLE,35,51066,0,39500,11258,0,155,66,365,13163,1563,6392,0,2,11,0,24,False
8,Pekin Woof,10,0,16,523,Aphelios,2078,4311,2078,28247,12,False,False,12010,11400,BOTTOM,0,0,3,7008,3036,6676,1018,3006,0,3340,18,4,BOTTOM,0,493,2493,1013,10714,8,0,1,0,0,0,169700,26536,25859,512,8Y6GTH-02KUbNCh5KZT454S76e3LHuQNCG4UAziiqWRXwHDe9pow61ky4CWX0JcVZup3PzUt_VT-rg,CARRY,82,127,0,10,5,4,7,7,198,BOTTOM,19,27830,0,38421,8495,724,213,233,392,1112,280,1847,1,1,11,0,17,False
9,Meew,19,0,15,40,Janna,857,857,857,12654,12,False,False,9548,9100,UTILITY,0,0,3,7021,3853,3504,3107,3009,2055,3364,27,2,BOTTOM,0,518,20808,9644,10093,0,0,1,0,0,0,3381,486,12714,4655,_uBto2jonWkYDrmq0ZQP-tfKV1CSqlXyOnCfpMjBlGpgm7mHsngI3Hgv5xncyfxOT1iFyyTi_vGI8g,SUPPORT,90,43,73,9,6,4,7,14,366,UTILITY,43,11215,5995,24869,12711,9481,11,171,323,1085,1085,2062,0,1,11,0,84,False
