,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,Eclipse,3,0,13,164,Camille,8703,9213,8703,15268,5,False,False,10856,10825,TOP,0,1,0,3111,6632,3074,1037,3044,1028,3340,24,7,TOP,3,411,935,935,5764,6,0,0,0,0,0,70732,10393,13272,7,pvwpGjS_lyyfXtZ92O9oV-IMCd4BGWyoRSHy6ZKvSagaBD09uq9V5yM4MukXY-TEmXsqfhMpDcjvIA,SOLO,155,36,48,6,4,14,3,12,494,TOP,17,14083,0,20327,5297,0,140,156,170,19180,2754,1290,3,5,1,0,23,True
1,temp2232,9,0,12,64,LeeSin,535,22373,535,21038,4,True,True,9067,8850,JUNGLE,0,0,0,6630,2055,2420,3053,1036,3111,3340,15,5,JUNGLE,3,682,24829,1506,8386,106,0,0,0,0,0,81953,10331,15227,4572,3oV4pDdpBuwcoS_4M5KZTPHNcV9j84W0kuZYjxRVoW_hxxcSKpfKAtDzcfSGDlN43P3TTGMMU63UYw,NONE,185,182,113,5,4,4,14,11,382,JUNGLE,13,12428,55,24098,7261,0,20,404,121,12767,591,484,2,2,1,0,18,True
2,Arcsecond,9,0,14,131,Diana,4641,4952,4641,20497,2,False,False,11008,9050,MIDDLE,0,1,0,3020,4632,3157,3152,1082,1056,3340,15,10,MIDDLE,6,752,103743,23341,6519,13,1,0,1,0,0,16416,2279,8916,1149,rHESnlyShdzTlfiDTt0N3lMCh4gP5FnhjzQoSNj3Pocls-rc1LaU79Pyl0lXBPoRIABB8lFGX1jWzA,SOLO,102,45,48,8,5,14,3,4,412,MIDDLE,6,26140,0,15566,4762,0,146,25,45,4750,520,130,1,3,1,0,21,True
3,Kxcha,5,0,13,110,Varus,5415,12790,5415,9936,5,False,False,12466,9750,BOTTOM,1,2,0,6673,3006,3091,6677,1018,1042,3363,29,12,BOTTOM,4,387,18963,5297,6818,19,0,0,1,0,0,113009,12938,7458,4895,mRday3Y_WMFj-kCRIl8lPURAJ-ryvMfFmttugidTEofRi3M79aTg5S1fohoyJcphQ8jfPKhg0EZdYg,CARRY,54,10,38,6,5,1,4,4,82,BOTTOM,16,18645,0,14804,263,0,158,294,116,2395,410,527,4,7,1,0,22,True
4,Swkeeee,22,0,13,117,Lulu,1271,4261,1271,6055,1,False,False,7954,6975,UTILITY,1,2,0,2065,3853,3222,2055,3158,0,3364,22,2,BOTTOM,0,547,8553,2676,3560,0,0,0,1,0,0,3732,1169,3497,5023,qWiOfE_8n0UMddtW_kBRs-LeX7bgH1S0W7tYug0neT_JJQsrBy8xYZtBFw_FzLST5fIa4ay6v-VK0g,SUPPORT,52,51,74,8,5,3,2,4,729,UTILITY,32,3846,7313,7312,1776,748,11,255,14,2565,0,254,0,7,1,0,44,True
5,tipibnwo,4,0,12,875,Sett,0,978,0,15749,9,False,False,5730,5025,TOP,0,0,2,3047,0,6630,0,0,1054,3340,13,0,TOP,0,200,0,0,3589,0,0,1,0,0,0,59706,7742,14528,3546,EoNjqcMvsNi6tnfyimL8aC3efRbRUj2IU0yi3JtkZUGI6-4vH-tNQP95NiUi_htEzTSVE-fcx-bHmg,SOLO,56,19,28,5,3,4,2,12,59,TOP,14,8581,0,20231,876,0,118,109,174,10279,838,2113,0,0,10,0,10,False
6,Calm Antebellum,6,0,11,60,Elise,0,83,0,8470,9,False,False,7001,6175,JUNGLE,0,0,2,4636,2031,3020,1082,2055,3916,3364,14,5,JUNGLE,2,286,49009,12525,8554,56,0,1,0,0,0,10234,1057,11524,6,oy_Z5ou9svVZg8cgcjEmg5l44UOmyPIYfArigFsKykR44GQK2Jl5H5ofJEsjErosk_3Jzxik3ZKVWg,NONE,100,97,71,106,4,4,14,11,133,JUNGLE,21,14317,0,20825,4100,0,15,98,150,5559,735,746,0,0,10,0,18,False
7,Dragarrin,4,0,14,166,Akshan,971,971,971,11837,5,False,False,11067,10250,MIDDLE,0,0,2,1055,1038,1037,6673,3006,6676,3340,18,7,MIDDLE,5,504,5892,1860,8877,4,0,1,0,0,0,91342,17120,8311,4933,bWLccTHmw_aW7-YVsc55lfroONwUvK1soDeV4YhI3-9xcxraQVmdcJFMfRGKUn4DkPMSI1KfH7kokQ,SOLO,96,26,111,4,5,3,3,4,496,MIDDLE,2,19232,0,17764,918,0,164,33,117,812,251,575,0,0,10,0,21,False
8,ChoisixLoL,8,0,9,412,Thresh,97,97,97,11068,8,False,False,5568,5475,UTILITY,0,0,2,1028,0,3190,2055,3855,3158,3364,26,2,BOTTOM,0,243,6111,2594,7053,0,0,1,0,0,0,3877,1330,7349,3542,fpW7ekgIq303TmZmcspew8z2Tf62cyltJk4S6LFOlnxX9xVbC6Iyk-MxlkgNB6m0-4oFQl0vYPe4ZQ,SUPPORT,25,23,25,9,6,14,3,4,51,UTILITY,28,4638,1893,15091,1176,437,31,93,135,4245,713,687,0,0,10,0,38,False
9,sigyetaeyeob,6,0,11,134,Syndra,2159,2534,2159,6354,5,False,False,8724,7900,BOTTOM,0,0,2,1056,3157,6653,2055,1082,3020,3340,16,3,BOTTOM,0,431,69403,13152,6181,3,0,1,0,0,0,7200,755,7756,23,OH-XH9RQcd9Y2YoC2rDdKVdtl-Gv7fisIdd-U8mXxUi3q2cNns7OZqwWwGCZePpakwfUlgEIHqexzA,CARRY,117,101,37,7,4,4,5,7,77,BOTTOM,33,14058,0,14090,1252,429,133,277,138,3485,150,152,0,0,10,0,22,False
