,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,Cyanosis,8,0,14,164,Camille,2109,2109,2109,8288,3,True,False,9077,8725,TOP,0,0,0,1055,3074,3111,1028,6632,1036,3363,22,3,JUNGLE,2,220,229,229,5459,0,0,0,0,0,0,59784,6767,7134,3150,erjBXvs8dkeFPiz5cgHrEmaW_JjuDuL69lAnMTttBt9EWAfV2qGHdvSro4FaRfq9YxWHWdE9Nlr3Hg,NONE,133,36,65,3,3,12,3,14,456,TOP,13,10656,0,12594,2611,0,160,115,49,15346,3659,0,1,2,0,0,21,True
1,QSEN,6,0,14,203,Kindred,3209,26579,3209,10470,1,False,True,12855,12525,JUNGLE,0,0,0,3006,1038,1037,3033,6676,6673,3364,21,14,JUNGLE,13,1262,21724,2416,2969,125,0,0,0,0,0,108813,12793,12816,3582,N4p-jEyU8jhHK2TrK0107ExIhyqHxZUgJ5zWNX_TPS3Ynn0-dtzZmKkwShXotfQBpmMD3GHQiXn2lA,NONE,151,47,41,3,3,4,13,11,122,JUNGLE,8,18511,0,17726,9245,1736,56,261,0,16588,3301,1940,4,4,0,0,16,True
2,HelImet,8,0,13,517,Sylas,3568,3568,3568,6465,1,False,False,8890,7475,MIDDLE,0,0,0,1082,3157,0,0,3158,6656,3363,18,5,MIDDLE,5,186,70985,10859,1352,4,0,0,0,0,0,5510,257,10455,4778,XzHFgq97DdsRZR40x3d-GOiqJ16DUeyAKEgHVt8Fp-sFX67Yye4YwKD4y3cThINKlg6fead42HflDQ,SOLO,60,43,90,10,3,12,3,4,289,MIDDLE,14,11247,0,12530,2543,0,138,247,10,131,131,723,0,3,0,0,23,True
3,Tribute to a Kin,11,0,12,21,MissFortune,4935,11243,4935,2049,1,False,False,8847,4575,BOTTOM,0,0,0,0,6671,2031,1055,1001,0,3340,12,3,BOTTOM,3,384,2168,999,267,12,0,0,0,0,0,76947,7838,4477,4570,rgQyJKGZQZcmdTXUmrOAqS6Lau6d4307GVKJjmQBzKPmNFdj2Q9C1acebfogioajaupeOWzeGvidJA,CARRY,42,45,21,3,2,4,3,7,394,BOTTOM,7,8838,0,4787,1200,272,153,80,14,7575,0,41,2,4,0,0,22,True
4,I Have Seen Much,14,0,10,3,Galio,1568,2072,1568,9501,2,False,False,5874,5375,UTILITY,0,0,0,3047,2055,3860,1029,0,3190,3364,25,0,BOTTOM,0,208,17470,4020,726,0,0,0,0,0,0,715,91,7535,5022,VHWT2nVu_ZE9LJhlR-CfvleqqNEYYxk6f4jshAh_mkqoIavqE-UwBRRlncKM8H4umQ9nhUAsaliOvw,SUPPORT,27,11,37,3,3,4,4,14,48,UTILITY,18,4438,365,8838,722,0,29,32,18,3805,326,577,0,4,0,0,39,True
5,EBIC GAMER,0,0,12,154,Zac,0,0,0,10014,4,False,False,7185,7085,TOP,0,0,0,6662,1082,3108,3067,1029,3047,3340,23,4,TOP,2,395,57732,6163,2423,12,0,0,0,0,0,8281,831,9049,4928,-u96NW58OU2a1b5sz5qYSha-wEto-I-ndks_QMj4bepftBDMwntVcSyMtQ1UpMIQs_BpZe8LAoIJuw,SOLO,31,93,35,3,2,4,3,12,262,TOP,24,7275,0,16126,12444,0,128,342,109,279,279,4652,0,0,7,0,19,False
6,wong diff,4,0,11,2,Olaf,0,10644,0,14090,7,False,False,7599,7225,JUNGLE,0,0,0,6630,1029,2055,3067,3082,3047,3364,20,1,JUNGLE,0,410,5725,0,4446,118,0,0,0,0,0,93697,5475,15979,3227,WJmqKCefcVpb9jbUmqrC68vio42_Z7EFMzVU14MpuWGMLA-B13q87wu23w4-JmFw2-H_GBZojglUqA,NONE,141,36,53,6,3,4,12,11,194,JUNGLE,8,7394,0,21966,8261,0,22,422,164,14707,1918,1540,0,0,7,0,14,False
7,Dragarrin,3,0,11,166,Akshan,44,44,44,7013,6,False,False,6241,6050,MIDDLE,0,0,0,1055,6672,2031,3006,3086,0,3363,16,0,MIDDLE,0,343,4041,1101,5709,0,0,0,0,0,0,59653,9726,6411,4933,bWLccTHmw_aW7-YVsc55lfroONwUvK1soDeV4YhI3-9xcxraQVmdcJFMfRGKUn4DkPMSI1KfH7kokQ,SOLO,82,22,73,6,4,3,4,4,495,MIDDLE,1,11631,0,12722,908,0,149,13,171,5276,804,600,0,0,7,0,19,False
8,big dacko,2,0,11,110,Varus,168,1202,168,3098,4,False,False,6807,6225,BOTTOM,0,0,0,6691,3133,3158,3070,1036,0,3363,17,1,BOTTOM,0,708,2960,726,4399,1,0,0,0,0,0,69089,8419,3326,4071,zAiV95eu0DBFNHY9AJP_byxNXDS1AexRH3FItM6JGKjsBcUcrK5Ply8iM0ZZgs9XIswwzzTitfcvgg,CARRY,58,10,27,3,2,4,4,7,322,BOTTOM,15,9145,0,7914,1697,479,159,156,125,0,0,187,0,0,7,0,10,False
9,If I Said,2,0,8,53,Blitzcrank,0,0,0,8924,4,False,False,4806,4675,UTILITY,0,0,0,0,3859,3190,3117,0,0,3364,20,2,BOTTOM,2,706,1633,1310,3477,0,0,0,0,0,0,3624,1395,5801,1386,O44UpBejxAfsII0NdBEj7abFPDQu0OfPQNP1MQbV4_9fVl0UWDWs6a-8frMpj2ysZnyUJveG66pUWA,SUPPORT,18,19,16,3,5,14,3,4,62,UTILITY,17,3265,0,10006,0,0,28,55,76,5808,560,727,0,0,7,0,45,False
