,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,osdd1a amnesia,1,0,14,39,Irelia,4878,8127,4878,10137,1,True,False,11919,11575,TOP,0,0,0,6630,1037,3091,3047,3044,3123,3340,19,7,TOP,6,184,17944,2995,3557,24,0,0,0,0,0,108893,6766,10248,4767,XOjVanPxqRGrn4uRXC2qrWav6PVcinsT8ybPFwXnF7-RNhyAiCcM9gdTkxF-p4p0dAYSPerNGhzqng,SOLO,202,22,36,6,2,4,3,12,214,TOP,5,9762,0,13813,4364,0,180,72,8,806,0,8,2,2,0,0,12,True
1,Râpid,16,0,12,154,Zac,360,26578,360,18767,3,False,True,8479,7975,JUNGLE,0,0,0,3047,3075,6662,1082,1029,1029,3364,20,4,JUNGLE,2,629,76439,11213,3998,84,0,0,0,0,0,14895,1288,14755,4832,cdUs-nGF1I3EBDfB7eO_g3guMfaIkN41NgCDAjd59yFqVms1U2Fzowyl0A5HYCV_CuVgKEHEQq-qUA,NONE,43,146,50,8,4,4,14,11,105,JUNGLE,39,13066,0,21610,24220,808,33,561,74,13589,565,2856,1,1,0,0,21,True
2,Strompest,8,0,14,4,TwistedFate,5535,9664,5535,3595,0,False,False,11632,11250,MIDDLE,0,0,0,1026,3158,6656,3041,3094,3113,3340,24,9,MIDDLE,9,0,99259,13610,718,16,0,0,0,0,0,14960,2003,8140,4928,vZ38EyIH13MR03mAglTRyCTQCWpK1luRS50N-s6ulIXax4YXyqZaOuRfuYGsHdW9sTAgppXRcDds5Q,SOLO,78,156,0,13,2,4,4,14,389,MIDDLE,35,16320,0,8858,2128,0,177,198,0,2733,706,0,2,3,0,0,20,True
3,Doublelift,14,0,12,202,Jhin,2112,8389,2112,3400,4,False,False,9082,8725,BOTTOM,0,0,0,3009,6671,6676,1036,1036,2055,3363,21,5,BOTTOM,3,550,5001,863,1804,12,0,0,0,0,0,84672,11296,6171,4568,ivcGtM9K5zatTMuKPHljy7Wk9uVjpw93M1Dz-0aWj3xv3KP3fIfq8m7p72sJuwNrD4zR_MckybTm4w,CARRY,63,32,25,22,3,4,4,7,258,BOTTOM,15,12159,0,8972,2109,728,131,94,92,1567,0,996,1,2,0,0,17,True
4,Remember Forever,14,0,10,89,Leona,1055,3302,1055,11372,5,False,False,6601,6400,UTILITY,0,0,0,2055,3857,3047,3190,1011,3067,3364,22,2,BOTTOM,0,190,4831,2333,1483,0,0,0,0,0,0,6195,1831,8671,1625,5AR0MCIK6XpzXUM69LGRxRitn-BWtrJ3vdudXPmHRwDuLPj0X1TK-nNDOwjb-cq3ONvJldQfUrgAgA,SUPPORT,40,17,16,6,4,14,5,4,426,UTILITY,24,4489,501,11247,563,191,30,49,69,8847,324,1092,0,2,0,0,44,True
5,Nemesis9,2,0,13,517,Sylas,962,1329,962,8270,5,False,False,8981,8310,TOP,0,0,0,6656,3158,3157,1056,3916,0,3340,17,5,TOP,3,609,76616,7524,5313,4,0,0,0,0,0,7436,441,9467,23,j62sIENONy1OApwHxPXWbMDpw4FQjErfFSQL4If69fX88r07_XfQZjum0TLzGJbwcDVWs5ZLIHUxoA,SOLO,53,34,87,20,3,4,3,12,721,TOP,16,8234,0,14965,1948,0,179,299,145,5086,268,184,0,0,6,0,14,False
6,ehf,6,0,11,5,XinZhao,0,6586,0,11285,4,False,False,6871,6125,JUNGLE,0,0,0,6630,2031,3111,1037,1036,0,3364,15,2,JUNGLE,2,793,12466,780,7198,95,0,0,0,0,0,74705,6899,13424,4760,wu-i9uA5rhqyvY4s5FlNmeZqmfy3-2htTl1GEuMGeZs1RjUfYSFE0nOlmuSaxI37iOia__BVgTvlig,NONE,45,73,0,7,12,11,3,4,86,JUNGLE,13,8704,0,20891,9421,0,13,430,119,5597,1025,268,0,0,6,0,7,False
7,Mojo Jojo,1,0,12,62,MonkeyKing,0,161,0,9977,6,False,False,6553,5675,MIDDLE,0,0,0,1054,3111,6630,2031,1028,0,3340,13,1,MIDDLE,0,352,9831,963,6337,0,0,0,0,0,0,41393,4476,7028,27,tHtxp3XOQHQtXztlkEZCnM0i7M8FCQNazN-yw6G3cUimvJuTCltkXZiRsfThtm5TDIAtvRcL7kBJew,SOLO,46,12,37,11,2,4,3,12,119,MIDDLE,6,5708,0,14068,1052,0,146,20,164,3108,268,702,0,0,6,0,17,False
8,TL Yeon,5,0,11,51,Caitlyn,1790,1790,1790,5998,6,False,False,8386,8375,BOTTOM,0,0,0,6671,3036,3006,1055,0,0,3363,26,3,BOTTOM,2,347,784,714,5602,4,0,0,0,0,0,78195,10056,4597,3890,uBhJhCvuEMN6JzxU_mM6jfBqt7PS24z7DWvCPNqF_yU1szZbjQ5QHsdaJDldQHbyHV1BFgzzu8jIQg,CARRY,34,36,18,3,3,4,2,1,88,BOTTOM,25,11281,0,10541,1463,0,170,56,146,2190,510,340,0,0,6,0,7,False
9,Cozy Shroud,4,0,9,875,Sett,0,0,0,12518,6,False,False,5272,4600,UTILITY,0,0,0,2055,3857,8001,0,0,3047,3364,19,2,BOTTOM,0,337,403,230,7905,0,0,0,0,0,0,13903,4079,6708,4030,G_cEprH9fnGeWaUvlOs0mWQwdEfCiAD7CjE-_IKUIT43B323HW-B6ZIeTuIPb08v4tFdkjXtLU9OWA,SUPPORT,22,10,10,4,5,14,8,4,148,UTILITY,15,6676,0,14706,920,154,33,51,136,8689,2366,92,0,0,6,0,32,False
