,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,VX Najuehuo,1,0,16,114,Fiora,6188,7829,6188,22862,4,True,False,12952,11875,TOP,0,0,0,6630,3026,2420,3047,1055,3074,3340,20,13,MIDDLE,4,566,2418,566,4699,34,0,0,0,0,0,143390,20762,22079,4653,g5urX8_8Ef294LtQ-EDjclIcM2gz8ulgvZWSLXDZFCgm_xdvHiMgUHN6G_yG2o-9krKI3aVE_7VxIA,DUO,148,18,43,7,3,4,3,12,435,TOP,9,28576,0,28456,17502,4615,170,81,131,17217,7247,1677,2,2,0,0,10,True
1,trdblaster,3,0,14,121,Khazix,161,43277,161,10604,5,False,True,11413,10750,JUNGLE,0,0,0,1001,6694,3142,6691,1036,0,3364,26,12,JUNGLE,5,454,5107,922,7012,112,0,0,1,0,0,112110,16186,15124,4302,1DEwFSNc81iCb_c2lpPX58MC3EJU0ZAeMqhMx_HMsG0sRHm4ZyLtImk6F3pXlRVZFHbvEZzjta_i1Q,NONE,156,68,50,15,14,11,3,4,171,JUNGLE,6,17793,0,22725,11408,0,13,144,167,16139,685,588,1,1,0,0,16,True
2,Scyrnn,3,0,15,245,Ekko,6669,10418,6669,12783,4,False,False,12253,12050,MIDDLE,0,0,0,3100,1082,3152,3020,3089,2055,3340,19,7,MIDDLE,4,570,127045,13356,5522,20,0,0,0,0,0,17398,2149,14685,4568,J9ZZkB787deYxIIRvynnoHBN65kGHoeII8mwDYedHLBSDiQWh0VT7j8R9zpPqMYpahuW56wdgD5ZnQ,DUO,82,19,59,7,2,12,3,4,479,MIDDLE,10,15696,0,20594,5954,0,181,255,100,2606,190,386,3,3,0,0,17,True
3,warcyclone,5,0,14,110,Varus,5309,7938,5309,4100,3,False,False,9792,8075,BOTTOM,1,1,0,3042,3142,3158,0,3134,0,3363,19,3,BOTTOM,2,625,7982,2551,2447,7,1,0,1,0,0,104810,13312,7241,5046,7jUn1OESWsshuqfHwXFy2PPPJJRfjEP_6xEhpdmuaaf1a_qGWvc66jAvC9x0n0XoRVjeTgfdYT_jIA,CARRY,64,14,38,8,4,4,5,7,567,BOTTOM,10,15863,0,10402,4804,375,165,228,56,2840,0,713,3,3,0,0,11,True
4,Protos,7,1,12,74,Heimerdinger,3601,8855,3601,3276,4,False,False,7979,7775,UTILITY,0,0,0,1058,3853,3020,1082,6655,1058,3364,13,2,BOTTOM,0,521,36959,11328,2112,4,0,0,0,0,0,4260,712,7301,746,8Mg29aBhUoGIOMz6NTnqo7F6sAireZqGIvEFFvJf3n74Zobl3nz1CHOjC15xLqapgAKqWl74r-s58w,SUPPORT,63,54,33,5,3,4,4,14,492,UTILITY,7,12443,0,9911,481,0,34,78,106,3542,402,497,0,3,0,0,32,True
5,jjkingg,3,0,12,92,Riven,0,1145,0,16207,14,False,False,7212,7350,TOP,0,0,1,6630,2031,3071,0,0,1001,3340,16,3,TOP,0,203,0,0,4511,4,0,1,0,0,0,71321,11264,19252,4022,MWaUWJgyjQVJyeJ2GI2YoAzG6hXFLV9BosEvDkOiD2ILfIwXXGZT9DHw-bk0pW71EhY8bTt6JfKXxA,SOLO,291,45,81,14,7,14,4,4,262,TOP,21,12314,0,27569,1652,0,107,91,342,8975,1050,3804,0,0,9,0,13,False
6,DORARARARARARARA,3,0,12,120,Hecarim,0,7934,0,18700,7,False,False,9665,9100,JUNGLE,0,0,1,6632,2031,3158,3053,1057,1036,3364,17,6,JUNGLE,3,337,11770,1246,8381,103,0,1,0,0,0,93489,10958,22220,3166,xHSh2-F2FMJumHiVHbTTGLjJWw6B63TZrKjCAkCPWO5Pm-gIsr3DLvK1dmlhFIZEAb_CD_7uo-dLJg,NONE,193,16,40,7,7,14,16,11,116,JUNGLE,12,14278,0,32774,11776,0,17,227,181,10766,2074,2172,0,0,9,0,8,False
7,Twilight Ranger1,4,0,13,7,Leblanc,0,0,0,6007,3,False,False,7946,7525,MIDDLE,0,0,1,2033,3020,6655,1056,4630,1026,3364,19,3,MIDDLE,2,723,64813,10637,4207,0,0,1,0,0,0,16402,1294,13257,4928,kMRNs7PNE0O4s-f-kYBSPgq1S6hLX-QeXLc543FDLznHW3_1pTw0e8jF7r_Ocrmycnxh0ZXZEknA0g,SOLO,73,122,42,16,2,4,2,12,119,MIDDLE,11,11932,0,18765,5113,0,159,46,85,15695,0,1300,0,0,9,0,27,False
8,Doublelift,5,0,14,523,Aphelios,470,2420,470,7575,7,False,False,11031,10125,BOTTOM,0,0,1,3006,6671,2055,1038,1037,6676,3363,22,6,BOTTOM,0,274,2954,1800,6947,4,0,1,0,0,0,113447,13086,10697,4568,ivcGtM9K5zatTMuKPHljy7Wk9uVjpw93M1Dz-0aWj3xv3KP3fIfq8m7p72sJuwNrD4zR_MckybTm4w,SOLO,64,143,0,6,4,4,2,1,260,BOTTOM,11,15149,0,18699,5143,0,181,176,179,2250,262,1055,0,0,9,0,23,False
9,Łokí,2,0,12,99,Lux,53,53,53,3794,6,False,False,6452,6100,JUNGLE,0,0,1,1026,2424,4628,3158,3916,3851,3340,10,2,JUNGLE,0,646,29284,6143,5851,11,0,1,0,0,0,5378,442,6387,512,bafC7A0GEbvgg-9iunTmMwcZX5-dsDKhobr7smj-ZVfD0bzU82J594NfZQr44GImeEH1IuwNFuhGyQ,NONE,40,13,112,7,4,4,4,11,46,UTILITY,13,7064,99,12430,238,0,48,181,160,7147,477,191,0,0,9,0,15,False
