,summonerName,assists,baronKills,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,firstBloodKill,firstTowerKill,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,kills,lane,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamPosition,timeCCingOthers,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,win
0,Vortekxy,9,0,18,107,Rengar,10647,39419,10647,24742,8,True,False,19007,16975,TOP,2,2,0,6630,3158,6695,3508,3814,3036,3340,41,20,TOP,12,466,25532,2514,14207,22,0,0,0,0,0,183550,38629,27798,607,6AnwP_14reE-GCtBLntZTukdeapnCMsngOiAxEEvNYDzuaWJI4u3Yfw_LCF1Gyq1hvpUS0mCJGk_5w,SOLO,191,114,81,15,6,4,4,12,185,TOP,13,41494,0,43743,18653,0,181,138,236,18994,350,1738,3,3,4,0,29,True
1,Dragonmini,11,2,17,131,Diana,2814,38147,2814,32042,4,False,False,15580,14050,JUNGLE,0,0,0,4637,3152,3157,0,3089,3158,3364,24,10,JUNGLE,3,664,180715,18570,6909,180,0,0,0,0,0,29675,1767,18070,29,92AuGQ1ba488-ISjYwLieeWoxB323ZVPTzqONYNVKUUIfaTa_k9FCQ0QG_YQpXoPM4GztKKvfloEmg,NONE,138,63,91,8,23,11,4,4,92,JUNGLE,9,21495,0,25941,10207,0,51,188,127,18141,1157,962,3,4,4,0,38,True
2,GrayFawx,10,0,17,134,Syndra,2117,3769,2117,7295,5,False,False,14386,12725,MIDDLE,0,0,0,3089,3157,3070,6655,1058,3020,3363,17,7,MIDDLE,4,651,157564,14043,7578,28,0,0,0,0,0,11515,415,7635,3161,FixQmnRcBEhiWvA0QtVhyiI_jS7SMb6wdxYzkgomSUJfLzx4BIRPTHpBpkQYWOUVOaUbDXIvM-NQVA,CARRY,160,160,51,6,4,12,4,4,304,MIDDLE,21,14488,0,15846,972,0,227,308,151,14436,30,632,1,3,4,0,22,True
3,Doublelift,11,0,16,523,Aphelios,7118,12515,7118,16678,7,False,False,13476,11975,BOTTOM,0,1,0,1055,3006,3031,6673,3085,1053,3363,17,4,BOTTOM,2,528,4335,374,6310,24,0,0,0,0,0,155420,10773,16003,4568,ivcGtM9K5zatTMuKPHljy7Wk9uVjpw93M1Dz-0aWj3xv3KP3fIfq8m7p72sJuwNrD4zR_MckybTm4w,SOLO,86,192,0,8,4,4,5,21,258,BOTTOM,9,11373,0,22896,3455,0,235,222,231,2948,226,582,3,6,4,0,28,True
4,Qitong,28,0,16,350,Yuumi,568,3240,568,5527,2,False,False,9420,8325,UTILITY,0,1,0,3853,2065,0,6616,1082,3504,3364,21,0,MIDDLE,0,503,14196,10662,3437,0,0,0,0,0,0,2505,1081,5742,4962,_jjR9BKANMHhtgwEPT7AfKsxtdMLg1nFDEcO_Hg7dk9IRhCmTGDsgv2HPSm8blZ3R2YSKlqiGJJFJA,SUPPORT,60,172,68,8,6,7,5,3,359,UTILITY,24,11744,5564,9355,19026,16039,5,58,41,0,0,176,0,6,4,0,46,True
5,3X3N,3,0,16,39,Irelia,5263,6237,5263,25699,9,False,False,13663,13675,TOP,0,0,2,1038,6630,3053,3047,3153,1031,3340,25,6,TOP,2,549,19100,5234,11345,0,0,0,0,0,0,149303,11771,19889,7,inOEbBR1-rEYyCo9309g9sJV4w0lFMHmVkf8D8yvPXpo8wk7P-MwczzF_p0wh0C2rcxkwUeOuyaBFA,SOLO,234,30,43,7,2,4,4,12,68,TOP,15,17612,0,31717,6829,0,234,131,253,1753,605,482,1,3,10,0,31,False
6,la rêverie,14,0,15,30,Karthus,0,12656,0,14116,13,False,False,11558,11400,JUNGLE,0,0,2,0,0,0,0,0,0,3364,22,5,JUNGLE,2,331,168717,29279,12258,153,0,0,0,0,0,6605,324,16305,1425,_vw-LeutQV2OtuaWKJZh0t0vjPGmOilVcd1qQt0x62z3KAgiCJFOkRWJ7085A342kyrlsz3y4uGzUw,NONE,507,46,194,12,14,11,4,3,155,JUNGLE,20,30501,0,28815,5743,0,42,186,407,7767,897,252,0,0,10,0,18,False
7,pzgly,13,0,16,91,Talon,834,5000,834,11023,7,False,False,11999,11650,MIDDLE,0,0,2,3134,6631,2055,6695,3071,3009,3364,30,2,MIDDLE,0,451,0,0,10505,28,0,0,0,0,0,135343,12743,13081,3546,5zzglpnNl_nMXRWwkU9tP06hwq_OyBNLpLUtBZv7n44K_FeIEXaGm8LiunYJHN_mBmGCwOr1o7GpVA,SOLO,63,84,161,13,4,4,4,14,52,MIDDLE,3,13258,0,24246,2232,0,199,222,232,2211,515,660,0,0,10,0,34,False
8,DeadGemini,8,0,15,222,Jinx,4413,9027,4413,7295,6,False,False,13691,12525,BOTTOM,0,0,2,1055,3085,6671,1038,3006,3031,3363,22,7,BOTTOM,2,719,1510,1171,9510,16,0,0,0,0,0,167429,21429,10283,1113,g0BrSzljbGT7S9IrqHlENPhrVZwog4cA9XQnthxXCkaH12vHa90quzQkUrIUpuNb8KfUtzpaHZ-ywQ,CARRY,115,58,13,8,5,7,3,4,94,BOTTOM,14,23365,0,20081,3255,649,236,142,190,5290,764,287,2,2,10,0,18,False
9,love xerath,10,0,13,555,Pyke,832,1254,832,9710,6,False,False,9947,10175,UTILITY,0,0,2,6691,2055,3857,3117,3179,3134,3364,32,6,BOTTOM,5,1029,0,0,5793,0,0,0,0,0,0,19066,4985,11677,3150,BmLpCz7bJghqXXPYG8pMvyn7F4UDWI-GAKkwVWEps_Yoe7lkBIfiy0CjJ2Pa9cStdfyEvZ5ngTFhEA,SUPPORT,40,93,35,9,3,4,6,14,642,UTILITY,15,6293,0,17553,2203,0,45,84,184,7570,1308,82,1,1,10,0,105,False
